Song_Id,Genre,Key,BPM
id_z8uDNTE7aGE,Dancehall,G#m,103.0
id_oA8UnYEC53w,Afrobeats,B,125.0
id_CHFfrYJxuXw,Dancehall,Fm,91.0
id_fzPQkQ-2Wko,Afrobeats,F#m,102.0
id_6tt3W0XwhQM,Igbo Pop/Ogene,G,124.0
id_MRjclppRgt0,Afrobeats,A,104.0
id__sa6Rb1VnP8,Afrobeats,Dm,117.9
id_f3b64Pa-nNo,Afrobeats,G,97.0
id_Sd9dmAzxJK8,RnB,Em,120.0
id_X4rwEuPL0xM,Afrobeats,D,103.0
id_ruMtIzlzmMk,Others,F#,100.1
id_-7YPGs1OyjE,Afrobeats,A,107.0
id_O2_2E2sZXns,Afrobeats,Dm,115.0
id_rGD71x0rwGQ,Afrodancehall,F,101.0
id_-G7MSW8M2Lo,Others,G#m,124.9
id_s6lKgeqPexw,Afrobeats,D,122.0
id_wb1a_qxCL5U,RnB,G,85.0
id_CLEUFwfu0kY,Others,Dm,111.0
id_r4-M8qu6QZk,Dancehall,Cm,102.0
id_c3zw3mODntI,Others,Eb,122.9
id_ICN1o4sV0Eg,Afrobeats,Bm,100.0
id_ZdG_0Y8-O_0,Afrodancehall,Am,101.0
id_cdosU421P08,Afrobeats,F#,116.0
id_FaR8AD8z0WM,Afrodancehall,G#m,110.0
id_Bonh9GLoEGM,Others,A#m,140.0
id_cS61vkU6qLk,Afrobeats,G,100.0
id_yaHaK9BR5Jg,Dancehall,G,94.1
id_Dr3U2bLRDig,Hip Hop,E,141.0
id_OsJHM4eDbYM,Others,Gm,96.8
id_U4fqMMKo9ns,Afrobeats,Ebm,105.0
id_73kMw8iCOWc,Dancehall,Cm,113.0
id_0yhKyK_Bt2Y,Others,A#,98.7
id_7rgXweSyBcg,Afrobeats,Am,117.0
id_gixmvd698rI,Amapiano,Ebm,114.0
id_PSbHucxdbKg,RnB,Dm,97.0
id_9IVTjrhrbHQ,Afrobeats,C#,120.0
id_XDO4rDy82k4,Hip Hop,Gm,96.0
id_h07chZqVHmA,Afrobeats,A#m,99.0
id_gfM0zEhf_Gc,Hip Hop,G#,140.0
id_fiYTPIUU_LU,Others,Ebm,122.0
id_znrrQjb6WUY,Afrobeats,Fm,112.0
id_iO6lHOXDNuY,Reggae,Cm,82.0
id_QK_VR7NbPj8,Afrobeats,C#m,105.0
id_dMTYGjMgoIQ,Others,A#,95.3
id_tXlYw7T-W60,Afrobeats,G,93.0
id_Ld-eNxvoIg4,Pop,Em,110.5
id_LiQlefjEdBU,Afrobeats,Bm,116.0
id_gimMOD8FYsc,RnB,F,130.0
id_p7Kq8cGWMqY,Hip Hop,Fm,105.0
id_7fdXC4itauc,Afrodancehall,A,97.0
id_9exmH95COPI,Afrobeats,D,105.0
id_4-KukBlYjEA,Afrobeats,C#m,105.0
id_BiIN4GSGJzQ,Others,Gm,141.7
id_AHVlS2wkP4M,Others,Eb,118.0
id_LiFsBl_mPvE,Others,Bm,115.9
id_5BdZLoHakfI,Reggae,G#,153.0
id_k3f0_TKgLs4,Afrobeats,G,100.0
id_e9b79kBZClM,Hip Hop,Cm,110.0
id_N7m2F-vTtX4,Hip Hop,Am,90.0
id_mBQ3qE7yaQY,House,E,116.0
id_gJWyW1lnZ0s,House,Cm,123.0
id_YIPGj2kj90o,Reggae,Fm,82.5
id_utLkRkAbgqo,Others,A#m,120.0
id_ShfpJ1iZhiA,Afrobeats,C#m,98.0
id_xvJZlLAy3Ac,Hip Hop,G#m,145.0
id_3hYVoX28sNs,RnB,Eb,146.9
id_qb-7plDVFXo,Afrobeats,A#m,110.0
id_R2hBakhj4o0,Afrobeats,F,120.0
id_v40CWHOVFsU,Others,F#m,105.0
id_2OZx-nfK2N4,Afrobeats,Am,110.0
id_k-lpPK15ZGs,Others,E,102.0
id_lhwlfiLnQg8,Dancehall,Em,100.0
id_7OiEO3_Am4Y,RnB,Eb,118.0
id_zM8Mzr-4WmE,Afrobeats,Am,119.0
id_kzUHpumikGE,Amapiano,Dm,113.0
id_irm-59XJ5GE,Afrobeats,Am,129.0
id_x4eHvfjoa_g,Dancehall,A,102.0
id_LLt4CBFJB34,Afrobeats,D,100.0
id_9Abn_103XO8,Afrobeats,A#m,100.0
id_5kgQNuLTr_E,RnB,A#,150.0
id_Qmh5Ai_wBl8,Others,C#m,125.0
id_4I4GYpnw5fM,Afrobeats,F#m,100.0
id_4sMhIPW5Wc8,Afrobeats,Fm,105.0
id_ZUSnoIpevMM,Others,C,100.0
id_IhYeMwaNxcQ,Afrobeats,Ebm,112.0
id_V7N9wjgGpfg,Igbo Pop/Ogene,Cm,130.0
id_-OcdYA9QMbQ,RnB,G#,103.0
id_0Nh1BzK_hdc,Afrobeats,A#m,130.0
id_Mnj12X7nvbA,Afrobeats,G#,100.0
id_lOes-dzdnV4,Afrobeats,Am,95.0
id_wEAtAH1Fa7k,Afrobeats,Am,138.0
id_KZXLYtL0Rvw,Afrobeats,Ebm,107.0
id_gkuEEv-FFfM,Others,B,82.6
id_A-qi7nE5UUk,Afrobeats,F#,108.0
id_-Rbiz_tSp_U,Afrobeats,Dm,110.0
id_RE43qKVZ1fs,Reggae,F,132.0
id_jljOMzix0s8,Afrobeats,F#,110.0
id_AH6axIQ2RTs,Afrobeats,C#,105.0
id_WXdp_w6B2X0,Afrobeats,Gm,123.9
id_AjiG2fuUK5c,Afrobeats,A#m,120.0
id_1DBiojnumL8,Afrobeats,A#m,127.0
id_HpEK4gkSyVE,Afrobeats,D,115.0
id_-SvweUijK9E,Hip Hop,G,106.0
id_qm-8MuocmVY,Afrobeats,A,102.1
id_bCfmkjgs_8o,Afrobeats,E,112.0
id_cn-cAmclczM,Afrobeats,Am,104.0
id_DviX4FJLmQU,Others,Bm,120.0
id_Pn8m-Pwye1E,Hip Hop,A#m,142.0
id_v-bbNHG1mT0,RnB,Bm,130.0
id_2M00AntawPQ,Afrobeats,Am,98.0
id_AvYQGrFosuQ,Others,G#m,123.5
id_MjQrdTWomIg,Afrobeats,Em,122.0
id_7weULpaJtDE,RnB,Em,89.3
id_1aHmEGBGMFw,Reggae,Bm,96.0
id_9rH6F6V9Fnk,Afrobeats,Bm,118.0
id_Khb0xZXAvZw,Afrobeats,Cm,90.1
id_0H0BMsgMa04,Amapiano,Bm,116.0
id_oID-M_WkDmU,Afrobeats,G#m,105.0
id_GgeTnpTkzI0,Amapiano,Em,114.0
id_3Uu--GDFN6o,Others,B,100.0
id_1CiKEO-ZLyk,Afrobeats,A#m,114.0
id_f0GAC0d2JIA,Afrobeats,Ebm,100.0
id_NE2uqf1It5M,House,Eb,115.0
id_wuPutM3vt0Y,Afrodancehall,Dm,125.0
id_4Ww4IlvEjmo,Reggae,G,85.0
id_ryqLXTUNmaY,RnB,Am,100.0
id_fGLEISzZRzA,Afrobeats,A#m,100.0
id_n_7qVnddsLk,Others,Fm,86.3
id_aQ7dOy4BreA,Afrobeats,Fm,105.0
id_qRbZ1yuOIKo,Afrobeats,Eb,100.0
id_b6flW2sBmz0,Afrobeats,Am,95.0
id_UMCJmEhi6xM,Others,Em,123.1
id_UssjN2GKwJg,Afrobeats,A,104.0
id_RSD_xuLIL7g,Dancehall,Eb,98.0
id_8IRwnlGbMVo,Others,C#m,117.1
id_HCnmt96bDRI,Afrobeats,A#,160.0
id_t2A3ru2p03U,Afrobeats,F,95.0
id_Mat6MWCWT0Q,Afrodancehall,Am,102.0
id_j5axrqCGGcc,Afrobeats,G#m,120.0
id_Yx1-9Gkm2WI,Hip Hop,F#,95.0
id_KvRD940tnnw,Others,C#m,125.0
id_9XTSylXTFNY,Afrobeats,E,127.0
id_9wBeNVp5UZY,Afrobeats,Am,106.0
id_F3D-0HZyi6I,Dancehall,Dm,100.0
id_sfVamQdgkNw,Afrobeats,A#,102.0
id_pmWK4gS_9w8,Afrobeats,A#m,100.0
id_qoJRO2Vz_wQ,Afrobeats,Fm,120.0
id_LCuF28PDilI,Afrobeats,E,100.3
id_EBbGCdE8xYs,Afrobeats,F#m,130.0
id_tCd20e1bxKg,Afrobeats,G,109.0
id_7TYHM_1t9Y8,Afrobeats,Gm,103.0
id_BRzqKvFxjCY,Afrobeats,Cm,106.0
id_dVH2Sl5co1I,Afrobeats,Dm,111.0
id_fwhBYIkogLw,Afrobeats,Dm,98.0
id_9CXKaWbVAs0,Afrobeats,Ebm,100.0
id_0KH9PuYSfKc,Hip Hop,A#,152.0
id_nuyxLYeoVqk,Afrobeats,A#,115.0
id_BttgJ2wBTSc,Hip Hop,F#m,115.0
id_cTFD8NsUnl4,Afrobeats,Cm,104.0
id_zosMPSJ_IzA,Others,Fm,97.0
id___CnQ5RZ8i4,Afrobeats,Am,90.0
id_J84nsdL4To8,Dancehall,F,96.0
id_cm6AzQGSy-U,Dancehall,D,110.0
id_MnzH_SHrUB0,Afrobeats,Bm,134.0
id_Wp4TZDEBAxg,Afrobeats,Bm,82.5
id_c67ftvNl6OY,Dancehall,F#,100.0
id_osvde7xNQ0s,Afrobeats,G#m,101.0
id_jhHvzTC1_jk,Hip Hop,A#m,102.0
id_ltaSjOcSEfM,Afrobeats,D,105.0
id_0NXY9CRnHJA,Afrobeats,Am,118.0
id_2QGVLTfOHRk,Afrobeats,C,120.0
id_QE3xhA3LleU,Afrobeats,Gm,122.0
id_tchjq2aW1-E,Afrobeats,B,125.0
id_tNQAT07yY04,Afrobeats,C#m,113.0
id_NvMWI_lVFtk,Afrobeats,C#m,98.0
id_XzpseEMXvWo,Others,Eb,160.0
id_UQa0UmAgLqo,Others,Gm,115.0
id_OpvZ8zE_DvE,Hip Hop,Dm,135.0
id_y_8UpOm4eMA,Afrobeats,Dm,96.0
id_S9cw9XZ-nyw,Afrobeats,Cm,108.0
id_KFq8nRiu2ss,Afrobeats,A,102.1
id_VR4EpSOJwMs,Afrobeats,F#m,101.0
id_dQmTQuDi5Lc,Afrobeats,Ebm,112.0
id_wHp6B8JNx9o,Afrobeats,C#m,91.0
id_j0ECEDvDSIk,Afrobeats,A#,117.0
id_5icRnN-ApfQ,Afrobeats,Am,120.0
id_Pn-b9ERamUw,Others,Eb,140.0
id_rlTbucMIA2Q,Afrobeats,A#,125.0
id_oaVAqoYDZmI,Afrobeats,Bm,114.0
id_xPrn6el0Das,Afrobeats,F#m,102.0
id_N88ocl0x5Uk,Hip Hop,A,101.0
id_uaxPxRk4Fek,Hip Hop,Dm,108.0
id_nZqFKLS1BUQ,Hip Hop,F,146.0
id_L5GyWDOo-mE,Dancehall,C,100.0
id_jTjgCBX8Tyg,RnB,A#m,94.0
id_xmrBR0D7TUQ,Afrobeats,Am,101.0
id_CvjobpnOb1o,Others,Eb,100.0
id_AYtc5aQf-7s,Afrobeats,Ebm,102.0
id_3QQI50J1Igk,Afrobeats,C#m,121.0
id_MJSUEXJE49Q,Others,D,128.0
id_H5aE2gpjvAY,Dancehall,G#,90.0
id_6MkYQDsVrnk,Afrobeats,A#m,107.0
id_xmq2txrRu2w,Afrobeats,Gm,97.0
id_il7vIMecTaI,Afrobeats,G,129.0
id_qQ0e18oMg-4,Dancehall,Ebm,95.0
id_r7UPv-0rpd4,Hip Hop,F,94.0
id_QEbBuW8u1bA,Afrodancehall,Fm,90.0
id_5hFGjDaBqs0,Afrobeats,A,127.0
id_vpKq7yx4p3E,Others,G#,110.0
id_18QEiFIQzjQ,Afrodancehall,Ebm,97.0
id_f_-NWikymps,Afrobeats,C,98.0
id_fSFR94tpZ8A,Afrobeats,Eb,107.0
id_k33o1IgtUEM,Afrobeats,B,119.0
id_ZXIbTDcTJSY,Afrobeats,F#,117.0
id_6WkxiF7nnjY,Afrobeats,G#,104.0
id_meO8Ft5ofEg,Others,C#m,122.9
id_uC8P_rkWQDE,Afrobeats,Gm,126.0
id_NM8cY2VzqkI,Afrobeats,G#m,114.0
id_Sm6vKCkZyHs,Dancehall,A#m,101.0
id_6pm4x-JFDss,Others,F,117.0
id_IOL1JdsXpJQ,Afrobeats,Am,105.0
id_e5jGVvdLyRc,Hip Hop,A#,90.0
id_6-Xip_2GtZA,Afrobeats,A#m,100.0
id_aYyVR6sOKwQ,Afrobeats,Bm,104.0
id_nStTSRdaZRI,Afrobeats,Bm,103.0
id_0xiia9r1o_E,Others,Bm,130.0
id_4zpUshhfKNE,Dancehall,F#m,96.0
id_cGd_q07CdaM,Afrobeats,Fm,100.0
id_Umuy6SFFLpY,Others,C#m,102.0
id_EZ8N-s5TcDY,Others,Am,82.1
id_uHb9EcpiNZ4,Afrobeats,A,104.0
id_7aqmVo229IE,Others,Dm,120.0
id_Bz7pAnnE8oM,Afrodancehall,A#,93.0
id_QaGqsV5VV-k,Afrobeats,Bm,100.0
id_rg9MiGZeU8E,Hip Hop,Gm,90.0
id_zLnrRIQ4m7o,Afrobeats,Dm,107.0
id_RUG9BuBYTqs,Afrobeats,A#m,104.0
id_mx8O1ZRlTiI,Afrobeats,A#,125.0
id_FI3wSJ1fx1A,Afrobeats,B,102.0
id_kBwMHy4pVC8,Dancehall,C#,104.0
id_bs7lY7_KUt4,Dancehall,G,99.6
id_rvnXUQTEEVA,Afrobeats,D,108.0
id_1ApyEXgzEdw,Afrobeats,C,90.9
id_ZnMbnsh2VSk,RnB,A,93.8
id_suWB2YqIxxU,RnB,Am,154.0
id_-PlfO7rfnAI,Afrobeats,D,114.0
id_oD3xuvBNT28,Dancehall,F,90.0
id_sBMredVuy7M,Afrobeats,C,106.0
id_hSob2sOSLz8,Afrobeats,Am,128.0
id_PniBuSs1bTc,Hip Hop,A,81.0
id_5zqB0DQ_Zio,Reggae,B,156.0
id_Ep2oHYuZAbQ,Afrobeats,Am,130.0
id_bUUBCmnmmgI,RnB,Dm,120.0
id_iYJPiEkjFF4,Hip Hop,Ebm,127.0
id_eKv5CBr-kKo,Afrobeats,A,103.0
id_pl6dMdfSRjo,Afrobeats,F#,107.0
id_8Vh-4F6ThD0,Afrobeats,C#m,90.0
id_q9BC5AXDz38,Afrobeats,Dm,100.0
id_ZsMuQvmuXOM,RnB,F#m,97.0
id_Hy4Og2bksYQ,Afrodancehall,A,112.0
id_D72m1KDhHeE,Others,G#m,63.3
id_onT2m61Qy1M,Afrobeats,Bm,118.0
id_9hWNqPunxWY,Afrobeats,Em,100.0
id_dj873iCY4aQ,Afrobeats,C#m,116.0
id_u8dCpoRq2ds,Afrobeats,D,123.0
id_f0cKpIBVeBQ,Others,Gm,94.0
id_6hUuDrBFO7g,RnB,E,137.0
id_JJsCz_1ib30,Dancehall,B,95.0
id_XbcoT9UbGxQ,Amapiano,C#m,105.0
id_H09HtY6XsVQ,Afrobeats,E,121.0
id_BoGjy8Yv064,Dancehall,C#,97.0
id_00R4dOtzDIA,Afrobeats,Bm,103.0
id_9Q25XYVEVOc,Afrobeats,B,120.0
id_CtBBASf0Ynk,Dancehall,C#m,93.0
id_HYx8LXs82bE,Hip Hop,C#m,120.0
id_aIKFYeyZG8g,Dancehall,G,90.0
id_uIzWdJWN_Ow,Igbo Pop/Ogene,B,130.1
id_O177DmIfU5Q,Dancehall,Gm,96.0
id_ex32QWdEbB8,Dancehall,Gm,89.0
id_7ZuKBdyUGDs,Hip Hop,C#,140.0
id_r_oY2S3oT90,Dancehall,D,102.0
id_jeewel41wrQ,Others,Eb,149.1
id_hpBvMQAA2XI,Dancehall,E,124.0
id_H4RtTjO110U,Afrobeats,G,123.0
id_Co2sqJSzbFI,Afrobeats,C,120.0
id_riVwk-uKuYY,Afrobeats,Gm,107.0
id_3S_34eMM5gU,Amapiano,Em,114.0
