Song_Id,Genre,Key,BPM
id_cw55I8UkPd4,Others,Eb,105.0
id_qaXCvRox2z4,Afrobeats,A#m,125.0
id_-iyczsE59rY,Dancehall,C,100.0
id_8oOMVbiMhR8,Hip Hop,F,95.0
id_rpuGUxQYTzQ,Hip Hop,A#,105.0
id_THnOD2qdbFs,Hip Hop,Fm,110.0
id_LA8jG1WHBMs,Hip Hop,D,100.0
id_ot2vRaE6ZnE,Pop,G#,128.0
id_pekzpzNCNDQ,Afrobeats,Gm,108.0
id_g81cIqpyNyo,Country,F,114.0
id_PAeVmcPV-OE,Afrobeats,A,120.0
id_aGwXWbHMKZM,RnB,F#m,82.5
id_Y6vmYMSh74k,Hip Hop,A#m,91.5
id_uuDN6TeeG-I,Dancehall,Bm,90.0
id_vhxucqyyW0I,Afrobeats,C#,94.0
id_4xesMfgWsy8,Hip Hop,C#m,88.0
id_jvyr1Lt43ow,Afrodancehall,Em,106.0
id_Iiz39aTxY7s,Afrobeats,F,120.0
id_mmKZ7_BIPm4,RnB,G,90.5
id_842spq1QOmw,Dancehall,Ebm,108.0
id_wjdo1-3OBYM,Hip Hop,Cm,105.0
id_IiD_EVpOM5Y,RnB,A,145.0
id_30wDKjQ1KXU,Dancehall,G#,105.0
id_1SYHVXx8-O8,Afrobeats,A,96.0
id_5EGIzTMneLk,Others,G,127.0
id_wmE5l9Q-29U,Others,G#m,100.0
id_SZwga3Yj5y0,Afrobeats,Dm,110.0
id_Fxe3PaW9NhI,Afrodancehall,F#,100.0
id_m2GlOUKfoyI,Others,G,115.0
id_DMpLxZ6cmxY,Hip Hop,A#,90.0
id_oWFS7ntW6ew,Others,F#,117.4
id_KQ30WL4u22k,Afrobeats,A#m,105.0
id_BOzDYIs0z9w,Others,Ebm,100.0
id_mQPmHiQcyg0,Dancehall,A,95.4
id_XChlSYV40js,Dancehall,G,85.0
id_HovJ-2GwJ4E,Others,A#m,156.0
id_bwn3DevVvLs,Afrobeats,D,113.0
id__fd6oCcXBHg,Afrobeats,Am,125.0
id_gQDCyQcBzuU,Dancehall,Am,102.0
id_cOPtXWOoelA,Dancehall,Bm,96.0
id_H5cay3KwqL8,Afrobeats,Am,117.0
id_EgTjxUtnids,Afrobeats,C#,113.0
id_hzFUM5AW1YQ,Afrodancehall,Am,98.0
id_Kl_ajsGyXmk,Others,Am,136.8
id_STkcu27KjiE,Others,Bm,91.0
id_2sBepiRpPCg,Hip Hop,Em,100.0
id_TGgUY1FcdmQ,Afrobeats,Fm,95.0
id_8NXAMSWOV8k,Afrobeats,A#m,120.0
id_KJ5BMEjuKSg,Afrobeats,G,94.0
id_awCJRnPRzw4,Afrobeats,Am,120.0
id_hdTIpA0yAyw,RnB,Bm,134.0
id_p553htFmtNU,Others,G,83.3
id_yCtuoOLqfqo,Others,Gm,114.0
id_7VZ3DIWwN_8,Others,Cm,85.0
id_JB3JIjvepp4,Afrobeats,Em,115.0
id_oWan0jPeKBs,Amapiano,Fm,113.0
id_okL-wzYT-LU,Afrobeats,C#,94.0
id_67J_MwJIQOs,Afrobeats,A,95.0
id_JJs69eZ8ojQ,Others,Am,103.0
id_lOwY3siN7GM,Afrobeats,A#m,127.0
id_wgzw2sRKnfw,Dancehall,D,120.0
id_gyZi03EzCcE,Afrobeats,Dm,110.0
id_uujXkYlQJbQ,Hip Hop,A#,130.0
id_eLkPvg0f0ew,Others,Cm,110.0
id_1v5DU1brzVw,Afrodancehall,Fm,92.0
id_vOcbAycMTiw,Others,Fm,114.0
id_UuWxCIM974Y,Afrobeats,C#m,122.0
id_egKiv8Ej0ww,Hip Hop,Eb,80.0
id_Cz8Q43N_-5M,Afrobeats,C#m,113.0
id_GQB2fjeNRjg,Others,G#m,111.6
id_sy8H6JbZz5s,Others,Eb,118.0
id_eUVa3Wb4a60,Hip Hop,F#m,102.0
id_eZncXl3rT1U,Afrobeats,Am,105.0
id_xXbYSvHHdoE,Pop,D,106.0
id_uHKnIR5MjgU,Afrobeats,Ebm,109.0
id_hLrCvtq1uMk,RnB,Am,95.0
id_YdkhXaQ1qgo,Others,F#,96.7
id_mEUmHu9K7PA,Afrobeats,G#,130.1
id_TVyA5nG8lng,Afrobeats,Gm,90.0
id_z_6SCmbIUE4,Afrobeats,D,118.0
id_UmaNEyAkYjI,Afrobeats,Ebm,105.5
id_5buzhGVvu3U,Others,Gm,80.6
id_n8RniaPkAbE,Others,Ebm,125.0
id_u376iHmWgQY,Others,Fm,82.2
id_SpokUYO5MNQ,Afrobeats,Em,128.0
id_-AO8DzwQmsY,Afrobeats,Cm,94.0
id_hDy2QiiCop0,Others,A#,105.9
id_Dfsj1YtiTNc,Dancehall,A#m,92.0
id_gQ9JOACwmuE,Afrobeats,Fm,121.0
id_RTVAf3KioGE,Hip Hop,Dm,118.0
id_3mEtBbsyPdQ,Dancehall,Em,100.0
id_hAkTfh0oxs8,Afrobeats,Em,125.0
id_HVWJtX1OkJQ,Hip Hop,F#,88.1
id__u4_iWCvZ5c,Amapiano,E,113.0
id_lLZyi-AvdQY,Dancehall,F#m,100.0
id_OYC2Ou3zVKo,Others,F#,95.0
id_TA22O8N-Ybw,Afrobeats,A,126.0
id_JecM3-S8svU,Others,F#m,125.5
id_tE5g07lv0xU,Afrobeats,Cm,130.0
id_WiS4wGydA5o,Others,Am,124.0
id_PaYUTE0_m4I,Afrobeats,G#,121.0
id_hJxP-gD-XMc,Afrobeats,F#m,104.0
id_dERQRw639s4,Others,D,100.2
id_vp8wkHjMZVo,Hip Hop,Am,154.0
id_xKIPVI6FWMA,Afrobeats,G#,106.0
id_a4ki4_dBZr0,Hip Hop,Dm,84.0
id_R2mzEPHmLDc,Afrobeats,F,105.0
id_VO0UYvcnFmI,Dancehall,C,101.0
id_qIL8P9ChbZU,Afrobeats,F#m,112.0
id_Jy_8gwfeooY,Afrobeats,Ebm,123.0
id_Z7N64vUHxvw,Igbo Pop/Ogene,D,134.0
id_E37zcEZAZtE,Afrobeats,C,124.7
id_wZVHM65sqPQ,Afrobeats,F#,126.0
id_KwE2J3bBw6w,Afrobeats,C#m,103.0
id_krADpCTM4fM,RnB,Dm,108.0
id_Fik_Dgc6igQ,Others,C,120.0
id_qRLvsIqmgeE,Hip Hop,F,100.0
id_GdnBwot2ATE,Afrobeats,Ebm,126.0
id_MHB1mjU6QNY,Afrobeats,Fm,114.0
id_xHVRUvdxJ3A,Afrobeats,G,107.0
id_OT5QPzNXCPg,Afrobeats,Fm,95.0
id_IW9NtE2TN10,Afrobeats,C#m,110.0
id_EQw2jdOF3PY,Others,G,91.0
id_X1oHZplLcHY,Country,F#,146.1
id_uzD_Hb6AvTI,Others,G#,113.0
id_awV0k5TU5nM,Afrobeats,F#,113.0
id_DhtivG3GkNE,Reggae,A,160.0
id_oxE-E9uEUik,Afrobeats,A,114.0
id_6zflhUCgupU,RnB,Em,145.1
id_hClqhgRqrFo,Country,A#,138.7
id_4W3pMpqCt8w,Afrobeats,B,101.0
id_ZGzP1dxGtNI,Afrobeats,Cm,104.1
id_tMqpkG9HYr0,Others,D,147.3
id_k12TaNrxROc,Amapiano,Fm,113.0
id_8K_lW998uj4,Afrobeats,C#m,105.0
id_gHXmM0XIKhk,Afrobeats,G#m,112.0
id_3GT8akSUIAg,Others,F,103.0
id_arekFDRfNzY,Hip Hop,E,86.0
id_avkhr0zaNCo,Afrobeats,A#m,106.0
id_kunttUZt8Ro,Hip Hop,E,83.0
id_zWjM0bhvDKI,Dancehall,A#,101.0
id_Gv5q6ooeO8c,Others,Bm,120.0
id_WKbisjrGkcs,Afrobeats,D,120.0
id_DMBuJsImoME,Others,F#m,108.0
id_I5mRrT_9Kl8,Afrobeats,Ebm,112.0
id_8tQhJ-9dtYk,Dancehall,G,95.1
id_LmrLLQI6c0k,Others,C#m,125.0
id_3Mu1j64fypA,Hip Hop,G#,94.0
id_pjl3FaElICc,Afrobeats,Eb,100.0
id_zkc00kjRJeE,Igbo Pop/Ogene,Am,150.0
id_jb73kopgP9M,RnB,F#,105.0
id_MoXDJM8R34M,Afrobeats,Gm,101.0
id_CMLqBZDsmbU,Afrodancehall,A,95.0
id_QslTqbxEb4U,Dancehall,Dm,92.0
id_9fVUx-Z7cV0,Afrobeats,F#m,116.0
id_oKclzxYy1tQ,Others,Dm,95.0
id_L9cJzzsEWwA,Afrobeats,Em,108.0
id_ZLal9JLYvwI,Afrobeats,C,108.0
id_4jmuRBK38WY,Afrobeats,C,94.1
id_uyPXFth0YyE,Afrobeats,C#,105.1
id_snzOvKqeT1c,Afrobeats,D,161.8
id_eRpJLW8dDdw,Afrobeats,Am,105.0
id_SIJ4vkDa5rI,Afrobeats,A#m,103.0
id_lQoexkIuqVM,Afrodancehall,F#m,101.0
id_vgu-QlgKJts,Afrobeats,A#,107.0
id_kZSOqiyFH3s,Afrobeats,D,97.0
id_No6-Wrmq1gc,Hip Hop,Am,98.3
id_nX7ZeAm-XPw,Others,A#m,81.2
id_1w1pM7IyxWw,EDM,F,125.0
id_7rmVwFgp-e8,Hip Hop,A#,110.0
id_9up_Y1cK3nw,Dancehall,Ebm,83.0
id_fgK_rosMXgg,Afrobeats,Em,106.0
id_jFm-b4oxcOw,Afrobeats,Am,125.1
id_UjoKHQ8Me_I,Hip Hop,C#m,148.0
id_Z5bWVoofF0Y,Afrobeats,Dm,105.0
id_LYizL2cR50g,Dancehall,A#m,95.0
id_33TiNSSzRAs,Afrobeats,B,125.0
id_TI3hx2ods2o,RnB,Am,125.0
id_Ir9t56Qr-n0,Others,E,133.5
id_M--FcRLK3eE,Others,F#,123.0
id_CoV4fjw3rpE,Afrobeats,Gm,103.0
id_IbThqRdXgYc,Afrobeats,G,114.0
id_4XITXegjYrA,Others,G,95.0
id_rxqces5Zc5Y,Afrobeats,E,100.0
id_4_Y_QvHZ8AM,Afrobeats,A,115.0
id_zC81P78XNbk,RnB,F#m,91.0
id__3mHMWO_-mM,Dancehall,G#,103.0
id_2tiIV68NXuE,Hip Hop,Cm,90.0
id_UmFM3evSRdE,Reggae,Dm,144.0
id_vWg2jV4n-io,Afrodancehall,Am,97.0
id_2LWx6YRJ58Y,Afrobeats,Am,124.0
id_aeG87JPiR7A,Afrobeats,Em,118.0
id_SvGoaq3t_xs,Afrobeats,Cm,106.0
id_lxOo4zcleQ4,Others,Eb,152.4
id_F9FbZyRxy4Q,Dancehall,E,95.0
id__VPsBSzYsec,Others,G#,124.1
id_3DhcumdjHuI,Igbo Pop/Ogene,A,122.0
id_cm4AHascsxk,Afrobeats,A#m,116.0
id_8IJs6G_2sPM,EDM,Cm,124.0
id_RXIxXhZn6iA,Dancehall,A,101.0
id_4cWKW3HzSCU,Hip Hop,G#,85.0
id_Zd6K0JZ8Qko,Hip Hop,Dm,160.0
id_itlX1jOBcMc,Afrodancehall,F#m,105.0
id_g5dz7vG9L7I,Others,C#,103.0
id_K3xzfnaXjmw,Afrobeats,Dm,124.0
id_JdP_TYe0i18,Afrobeats,A#m,92.0
id_wplw24aDFBM,Afrobeats,Dm,107.0
id_pAWBTspmONQ,Afrodancehall,A#m,105.0
id_UpaftpUtD7k,Afrobeats,C,97.0
id_X3Ai6osw3Mk,Afrodancehall,Dm,100.0
id_VeMlASR-Ac4,Hip Hop,A,88.0
id_D4wfz73Nqw4,Afrobeats,Cm,110.0
id_Ok_7YjiDaJ4,Others,C#,100.0
id_ibz6OL3qPBg,Hip Hop,A#m,87.0
id_1plPpDsJZz4,Hip Hop,C,107.0
id_UpEP_a4oAHM,Others,C#m,105.0
id_ESUI2Ju95L0,Afrobeats,A#,118.0
id_oz7TTxkELLE,Others,A#m,131.9
id__1Xgjt6eW9o,Afrobeats,Bm,107.0
id_nUCt0Vs_sBU,Afrobeats,A,108.0
id_DkoOlxOkKPg,Afrobeats,F,110.0
id__G3wOnAfqLc,Afrobeats,C,100.0
id_8yTaevcOMcw,Afrobeats,C,105.0
id_-ghuYqrMypo,Dancehall,Ebm,97.0
id_3oczueV0woY,Amapiano,G#m,116.0
id_wDhJgEFtYAM,Afrobeats,Gm,111.0
id_UvQAdMmM3qk,RnB,F,112.0
id_yyfYY2mI7GA,Dancehall,A#,107.0
id_SxG9ZVSdtn4,Afrobeats,F,101.0
id_kDLgwZkDbAE,Afrobeats,C#m,118.0
id_-nv6TnWg-U0,Afrobeats,C#,90.0
id_KOMEeV9Ocug,Afrobeats,Dm,114.0
id_-8Umuqgbo9U,Others,A#,95.7
id_2M95jJ6PoLw,Afrobeats,Am,105.0
id_bsoCStiYsxQ,Afrobeats,G#m,103.0
id_3Z3Ad2mnANs,Hip Hop,G#m,105.0
id_TNENyLZjHK0,Others,Gm,100.0
id_kHI3hrOS_mM,Amapiano,G,113.0
id_wnZGGz_HPmo,Afrobeats,D,126.0
id_tbYkNfNrDb8,Amapiano,Dm,115.0
id_wFVbvQ-rfXY,Igbo Pop/Ogene,Dm,121.0
id_G3Ngf1OdP1I,RnB,A#m,115.0
id_nn6LyMzcpsI,RnB,G#,83.3
id_7w4m3E1p6Ng,Afrobeats,Ebm,110.0
id_arRkWaplXOg,Hip Hop,Am,152.0
id_G0pN1Fn80TM,Hip Hop,G#m,131.2
id_oQKKCXXRcKE,Amapiano,A#m,112.0
id_XqO_KQNj5xs,Afrobeats,G,113.0
id_lE6rQV5wis8,RnB,G,115.0
id_-cFOW9UCmhU,Afrobeats,Am,105.0
id_6iUqlbEd-SA,Afrobeats,C,112.0
id_OFqKPRkhkfE,Afrobeats,Am,125.0
id_jxElKCmn9ac,EDM,G,135.0
id_4nkOk6IVmRk,Hip Hop,C#m,115.0
id_yV3QCRWWp5A,Others,F#,116.0
id_5jv1Xnc_Ez8,Others,Cm,120.0
id_5eqhDxkrxsA,Afrobeats,E,129.0
id_evqzTbx0Slw,Afrobeats,F#,103.0
id_aszh1K8ODLM,Others,Bm,110.0
id_Qga20i5bZKU,Afrodancehall,E,95.3
id_TCpYZgL4T18,Afrobeats,Am,109.0
id_-stt9_GmgQw,Pop,C#,120.0
id_9QFMfxFbQds,RnB,A#,130.0
id_8VSLDrdgZBI,Dancehall,A#m,100.0
id_OUiq5kUzz6g,Igbo Pop/Ogene,E,125.0
id_7Rsj3tRtKTw,Dancehall,E,109.0
id_eLEpmAkayeQ,Dancehall,Cm,110.0
id_Ruq-xuuEf0k,Afrodancehall,Em,103.0
id_wr1iCyOgCCs,Others,G,120.0
id_cDYkCgCL-ZU,Afrodancehall,E,98.0
id_cavSQn2q9bs,Afrobeats,Eb,112.2
id_uWdrH-xjYV4,Afrobeats,D,126.0
id_rU4NL9Zd6mo,Afrobeats,Fm,108.0
id_IeTLLe5LhVU,Afrobeats,Gm,101.0
id_IRWuEUSGg_o,Afrobeats,F#,124.8
id_yORN6F2nUos,Afrobeats,C#m,102.0
id_NepHcgy4wZM,Amapiano,G#m,112.0
id_95IEw2zzYFo,Hip Hop,Dm,135.0
id_Bvj52rScPNQ,Afrobeats,Gm,111.0
id_qWMkYMxrUfY,Afrobeats,Am,160.0
id_Qy58ThiAvZo,Dancehall,C,94.0
id_7r8RaUIJSAk,Afrobeats,Gm,160.0
id_pr6rsigqB6M,RnB,Ebm,140.0
id_R9vF5-ta23c,Afrobeats,Ebm,102.0
id_TLPrnaePmOc,RnB,D,150.0
id_DTRGKI-5pC4,RnB,F#m,86.0
id_e7htTsvN9BY,Hip Hop,Fm,87.9
id_yWH9nL2fiaw,Others,A#m,102.0
id_pGazU3J6ySw,Amapiano,G,115.0
id_hADla0aiVGo,Others,C#m,125.0
id_t4IEaUhIuCs,Afrodancehall,Fm,92.0
id_4QAVGutKzAk,Dancehall,G#m,100.0
id_vLfxCE6Vofw,Amapiano,E,90.0
id_fupVQFatGPs,Amapiano,F#,115.0
id_T5V-yjhZIYs,Afrobeats,Eb,119.0
id_EDfMC92VF9k,Afrobeats,Em,94.0
id_-idLWBD-yr0,Amapiano,Bm,114.0
id_liP5RoYnRgg,Dancehall,Bm,100.0
id_JJen7yY8oZg,Dancehall,A#m,96.0
id_fIxagogt2WE,Hip Hop,G#m,101.4
id_pCKDYHqIhcs,Others,E,88.0
id_ODvmwSwPZBM,Others,B,135.2
id_ecaqvRUd6YY,Afrobeats,G#,102.0
id_86c5ik1NzWE,Afrobeats,C#m,124.0
id_Qji4mJfEDS4,Hip Hop,Em,86.0
id_qZZdYv0Wbx4,Afrobeats,A#m,98.0
id_Bw4ZPDfDNig,Others,Gm,99.0
id_SmUOXJo-3Q0,Afrobeats,A#m,104.0
id_ydSNQzoRAuU,Afrobeats,C#m,99.0
id_WPBSMKO_ejo,Afrobeats,F#,125.0
id_YnJ2ibhIbB4,Afrobeats,G#,96.0
id_F0mwYiluiwg,RnB,C#,84.1
id_nex93oTE7Ps,RnB,Am,108.0
id_PXGr5dL2QEc,RnB,A#m,91.0
id_sUAeHOvaQA8,Dancehall,G,122.0
id_YTJ8gl8eqLI,Others,C#,90.9
id_Z6psdFScQ2Y,Hip Hop,C,145.1
id_r6xI3oADEjI,Afrobeats,F,129.0
id_Hb6g1CV4SL0,Afrobeats,D,95.0
id_QPbSq-cnlA4,Others,Ebm,148.0
id_HxPqkwahxe0,Afrobeats,A#,119.0
id_zGaGYAyBz2g,Afrobeats,Cm,124.0
id_rESG4GhKolY,Afrobeats,F#m,105.0
id_9zEPGHPZCF8,Dancehall,Bm,100.0
id_RMxLZB29vIw,Hip Hop,Ebm,90.0
id_DNPeGG7-AG8,Afrobeats,E,106.0
id_5Fcg_iGTgUI,Afrobeats,G#,111.0
id_usmgiuqgN9A,Others,Am,100.0
id_tTTvodm12w4,Others,Am,113.2
id_TYq8bViKR1o,Afrodancehall,C,105.0
id_xWx7m4D3DkU,Afrobeats,G#,106.5
id_jwKGL1VMylk,Afrobeats,F,125.0
id_PRunwQ2hEB4,Country,F,76.0
id_TB5oyLzM-ug,Amapiano,C#,113.0
id_ySwhaGNEynk,Afrobeats,Em,95.0
id_75P7BCqu8Oc,Hip Hop,Am,119.0
id_CnNYn_bKpzI,Afrobeats,Fm,102.0
id_rcj-YCh8W-Y,Afrobeats,G,130.0
id_xTInZckOIL8,Hip Hop,Am,103.0
id_ILVxK2gklk0,Hip Hop,Fm,86.0
id_i-J0Fdze42M,Amapiano,C#m,113.0
id_fFI529shUfo,Others,Fm,125.0
id_alYBXgU12jc,Afrobeats,Cm,114.0
id_ZpASxidgcwo,Afrodancehall,A#m,98.0
id_oW7YAcr8Di8,Afrobeats,E,113.0
id_y3N20wjuphI,Afrobeats,Fm,128.0
id_xIJkw34f7Ps,Others,Fm,84.0
id_qSlu938LmVE,Afrobeats,F#m,96.0
id_auPbZMHF5Ds,Others,Am,124.0
id_aGWJD5Strxc,Igbo Pop/Ogene,Am,150.0
id__vg2AG5sEdw,Afrobeats,A#m,126.0
id_0RKlhXgUg1w,Afrobeats,Am,90.0
id_1dQ5vERTbnw,Afrobeats,Bm,115.0
id_qb17YEVaJuU,Afrodancehall,D,102.0
id_0untak_3-Y4,Others,C#m,125.0
id_Sb-uI1-iSgY,RnB,A#,82.1
id_tOae4CzeSy4,Afrobeats,A,119.0
id_tHAuF75Dp7g,Dancehall,Gm,100.0
id_EWyeN_uwoTg,Afrobeats,D,104.0
id_fZ5lmfx3Hu0,Others,Ebm,87.2
id_duRYbwzS-Xk,Afrobeats,C#m,96.0
id_r9iW99DAs70,Afrobeats,Fm,120.0
id_xwL9JWMZ2bI,Afrobeats,Fm,123.0
id_10FLiuv4If0,Others,Ebm,100.0
id_dMF9llxtoAA,Pop,D,100.0
id_4O65U7hadK4,Hip Hop,Am,135.0
id_b0tlX_uKHQA,RnB,Em,147.9
id_PKaOhPfqfx4,Afrodancehall,D,98.0
id_0C1bDbPrBk8,Hip Hop,Em,85.1
id_yNbXamhf03A,Others,Eb,118.0
id_mt-1mc4_9Ws,Afrodancehall,Cm,104.4
id_JIANXaMVkPE,Afrodancehall,Gm,90.0
id__mvkca8-Sks,Afrobeats,D,102.0
id_ryenmS_sKtY,Country,C,96.0
id_iduJKxCJ_FY,RnB,E,158.0
id_VQqDaOzqmv8,Dancehall,G#,130.0
id_tDf24x7Sm9w,Afrodancehall,Ebm,98.0
id_MkjIAn9514U,Others,Cm,125.0
id_g2-nJhT0QTE,Others,A#,88.5
id_nL_PTOZRL3s,Afrobeats,G#m,86.0
id_v15sS1sL_S4,Afrobeats,E,98.0
id_3MlOIWBaSX8,RnB,C#m,160.0
id_nhstzQ5ohpA,Afrodancehall,A#m,100.0
id_yiyH7LKnnpU,Afrodancehall,Gm,94.0
id_Eh9b2U52ES4,RnB,Ebm,123.0
id_Zw9LebOaAcM,Afrobeats,B,105.0
id_VKM3-VuIpJc,Others,Fm,120.0
id_zI0j4B1HRhU,Afrobeats,D,128.0
id_4aonbE7di9s,Afrobeats,F#m,113.0
id_0CyJw4fmPFs,RnB,D,90.0
id_bwObdzbmeRM,Afrobeats,E,88.0
id_n5CaQRUfREQ,Afrobeats,F#m,100.0
id_ai0RgtrRGSY,Afrobeats,Fm,91.0
id_dQP55pwJ7J4,Afrobeats,D,112.0
id_Q7WuJzok1B8,RnB,Dm,160.0
id_h_Db35JKsv8,Afrobeats,C#,123.0
id_zYyUtx6k9iM,Afrobeats,Am,105.1
id_bviTt2WOBTM,Afrobeats,Cm,116.0
id_xzR14GFeCUE,Igbo Pop/Ogene,D,118.0
id_GSL2qB-D3dk,Others,C#,156.0
id_eumGqd8LVhI,Others,Cm,100.4
id_JnDOwFxYtXg,Dancehall,C#,105.0
id_dxHUcp2IFNk,Afrobeats,G#m,113.0
id_6RxilTGYZ-s,Afrobeats,F,124.0
id_-o7mQjFBCgY,Afrobeats,D,128.0
id_XAl14L6OoPE,Afrobeats,Bm,114.0
id_YgzrVs2eilU,Dancehall,Dm,94.0
id_1R4_ktLCzlE,Afrobeats,A#m,108.0
id_q-nhTvN1rTk,Others,G#,140.0
id_soRF4BXcv4k,Others,C#m,116.0
id_rlRwCMU6hiA,RnB,Fm,91.0
id_-gfQmt2a1as,Afrobeats,Dm,97.0
id_WRdYTaGzeHA,Others,Gm,100.0
id_JwoV1-ykm9E,Dancehall,C#,107.0
id_vUwFX4VIPAs,Hip Hop,Am,149.0
id_fgqteDXMwq8,Afrobeats,Gm,100.0
id_uuZuOu13Q7Y,Pop,F#,100.0
id_LVBBgETe8Hk,Afrobeats,C#m,102.0
id_1HUCFut72zg,Afrobeats,F#m,97.0
id_EZXMfAsLyqM,Afrobeats,Dm,109.0
id_L6oN9n7CEHU,Dancehall,C,100.0
id_37C0PDcJciA,Hip Hop,Ebm,87.0
id_Pep_3dyjFx8,Others,Dm,82.4
id_4nf68Hhr11Y,Afrobeats,Em,97.0
id_7NHCfuN4zDQ,Afrobeats,Cm,117.0
id_1r7PZsupxbI,Afrobeats,Eb,128.0
id_1wkVKxdyl2w,Afrobeats,C#m,102.0
id_TFAMt29cwhA,Others,C#m,120.0
id_MYrNd1h7ns4,Afrobeats,Cm,123.9
id_3RIZGePKT2s,Pop,Am,126.0
id_XgIlCB_wgso,Pop,A,140.0
id_24_cHEX-WRk,Afrobeats,A#,86.5
id_vnaykXFFXgg,Afrobeats,Fm,114.0
id_PHj8F8AKwCs,Dancehall,Am,96.0
id_Zx0zxxk39W4,Afrobeats,C#,105.0
id_04hoLpQvafA,Afrodancehall,C#m,95.0
id_c9xa2GIv9aw,Afrobeats,F#m,105.0
id_5Mlk9Vl9ZeM,Afrobeats,B,99.0
id_gJv_ZqrXwfE,RnB,Em,81.1
id_oUdZuQ29520,Afrobeats,Bm,96.0
id_LDEj-SH_dEY,Afrobeats,Gm,100.0
id_5qrbZ7NIu_w,Afrobeats,D,108.0
id_5j-ldsU3gxY,Dancehall,C#,85.0
id_mkIIi4Rb1O0,Afrodancehall,F#m,95.0
id_s0qHQdP4RkA,Others,Ebm,118.0
id_HzujmUNHTNA,Afrodancehall,Cm,99.0
id_ODv7ed6vy0M,Dancehall,A,108.1
id_8mXZTTftMeQ,Igbo Pop/Ogene,A#m,71.2
id_YbVvybltKYw,Afrobeats,Am,112.0
id_VRNR-zabZrQ,Others,G#,140.0
id_UyzUzG44pNg,Dancehall,Cm,98.0
id__BIevThZRnI,Afrobeats,A#,95.0
id_gadnRW9wYHQ,Dancehall,F#m,101.0
id_T5aetXLvE7s,Dancehall,A,108.0
id_UsuMc9dwJOo,Afrodancehall,G#m,90.0
id_jZlMnftVbbE,Afrobeats,G,95.0
id_FIbUHFWklNQ,Others,Am,116.0
id_InJwGUPm7qM,Hip Hop,Bm,99.0
id_bJWzcWW-p38,Afrobeats,C#,100.0
id_2dcUCq5CCts,Others,A#,143.2
id_0wKssHbOuAA,Igbo Pop/Ogene,A#,95.0
id_bBVNpyrWLow,Others,G#,104.1
id_Omfvttm2PUM,Others,C,117.5
id_uE3wqDj5W2s,Dancehall,F#m,100.0
id_Euu_qwIxahs,Dancehall,Em,95.0
id_97abEozJjCg,Afrobeats,Gm,100.0
id_vZodp2uqTMQ,Others,D,101.0
id_PCcMqbsbqB0,Afrobeats,F#,100.0
id_Av1D43Pdv2o,Afrobeats,A#m,114.0
id_3_5Hsny37IM,Afrobeats,Cm,103.0
id_zSxwmWZZMBE,RnB,A#,160.0
id_HP7VvXtvq4M,Afrobeats,D,115.0
id_U60QanTkG10,Afrobeats,Bm,92.0
id_oNXfHRNHllc,Amapiano,G#m,113.0
id_lYtwiYSr5Jo,Afrobeats,A#m,102.0
id_Me3E21FY4p0,Afrobeats,F,120.0
id_jV4TJmik9bY,Afrobeats,Ebm,95.0
id_apt0Ej6_TjU,Amapiano,A,112.0
id_Qoiik-SO2Do,Afrobeats,A#m,110.0
id_eKHrJkbOZOU,Afrobeats,B,117.0
id_MCC1aLrZ_IA,Hip Hop,F#m,94.0
id_EKsq4-dFPi4,Others,Ebm,100.0
id_vXq0bS4W9xw,Dancehall,G#m,95.0
id_KbNDhNLmx90,Others,Eb,85.0
id_Jqwx33IqWvk,Hip Hop,Cm,90.0
id_taetXy2NbY4,Afrobeats,F,100.0
id_0-bqzCDKJPE,Others,G#,140.0
id_QoewdY65t2E,Afrobeats,Ebm,105.0
id_iRSmEPkoSV8,Afrodancehall,E,99.0
id_xY4Q-2jlAQU,RnB,C#,86.0
id_PibNp-PUjYI,Igbo Pop/Ogene,B,140.0
id_lOQCvOCfbCM,Others,Cm,80.7
id_wbmKD-4Zr4Q,Amapiano,Am,113.0
id_EBwumO4NeWU,Afrobeats,B,132.0
id_GFeOunddl3U,Afrobeats,Ebm,118.0
id_Fl7tlksJZFU,Pop,Cm,104.0
id_saxdsD6Hgvo,RnB,Ebm,116.0
id_PToUBMPgniM,Others,Am,105.0
id_p7IZvQlQpYI,Afrobeats,Gm,87.0
id_aZxryOVlp1c,Afrobeats,Am,130.0
id_BEtGuvHd3zE,Dancehall,Am,108.0
id_J1pAtleUzfk,Afrobeats,A#m,120.0
id_sICZ60gEbBU,Others,A,146.0
id_Ux4-CAo0BeE,Hip Hop,G,100.0
id_iFwz0unOzmo,RnB,G#m,91.0
id_UmJseRWIASY,Others,G,87.0
id_v5q19G7Dozc,Dancehall,Gm,101.0
id_09tS2SaoBAg,RnB,Ebm,117.0
id_-ANyVxovepg,Afrobeats,B,107.0
id_hLb16rZ3-Hc,Afrobeats,F#,116.0
id_xIe-Ce1D38Y,Pop,C#,95.0
id_lFSzmMz9H8U,Afrobeats,Em,121.0
id_w-N-n30fLcs,Afrodancehall,G#m,96.0
id_vT-mX00ZRqs,Afrobeats,Cm,144.1
id_PnoVUuStuvs,Afrobeats,Dm,116.0
id_7aDjFAWJzB4,Igbo Pop/Ogene,Dm,117.0
id_urSCouuQVIU,Dancehall,G#,105.0
id_Y82T2Y8kcYY,Afrobeats,Dm,124.0
id_Xk8noPa15lg,RnB,A#m,125.1
