channel_artiste_id,collection_owners,collection_id,collection_title,release_year,collection_type,update_time
UCAVkIPc4lvGShZ2LVoD8loQ,Praiz,MPREb_oudRC5yfUin,Like It (feat. Ice Prince),2020.0,Single,02/01/2023 00:32
UCCsgq_4leY82ad-MaGw8BAQ,Vector,MPREb_yH0970IXoYF,Like My Daddy,2017.0,Single,02/01/2023 01:43
UC25DGtgYk5TwdksvtpeWYvA,DJ Henry X & WizKid,MPREb_Jp8hYuNtsL4,Like This,2016.0,Single,02/01/2023 01:50
UC25DGtgYk5TwdksvtpeWYvA,DJ Henry X & WizKid,MPREb_cfiwokOeVJS,Like This (The Remixes),2017.0,Single,02/01/2023 01:50
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_bRSbVcR4rD4,Like to Party,2012.0,Single,01/01/2023 20:24
UCHxEAq_D6CJ1sn0tocJ6GdA,Joeboy,MPREb_7SlxAYxklsy,Likkle Riddim,2022.0,Single,01/01/2023 22:49
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,UCl2Z1l__4vNGRG5EQb7odpA_Videos,Lil Kesh_Videos,,Videos,01/01/2023 23:15
UCgA-7_DsONWLkHl-cRSvvHg,Kcee,MPREb_LmJroYEb15R,Limba,2015.0,Single,01/01/2023 22:58
UCgA-7_DsONWLkHl-cRSvvHg,Kcee,MPREb_hGarw9V8S4E,Limpopo,2013.0,Single,01/01/2023 22:58
UC6o_fs8z32M9dNeQkvC7EDA,YCEE & Reekado Banks,MPREb_Uwzv4mvFM5D,Link Up,2016.0,Single,02/01/2023 00:35
UC3XOjF6pqQWILVLbZofrg2Q,Lioness & Falz,MPREb_KGmP7tlpVEN,Linyenga,2022.0,Single,01/01/2023 21:31
UCHxEAq_D6CJ1sn0tocJ6GdA,Pulse & Joeboy,MPREb_ujJTqLcsfsk,Live Your Life,2022.0,Single,02/12/2022 13:14
UCCjfbcoH0ZYT0r1jScDHJMg,Tiwa Savage & Asake,MPREb_DEYzD96rJs4,Loaded,2022,Single,2-1-2023 10:16
UCbEIMwqhkeaqddlqQSDI5cw,Tiwa Savage & Asake,MPREb_DEYzD96rJs4,Loaded,2022.0,Single,02/01/2023 01:37
UCNBHI-xURToYIk3Xwkicdmw,Simi,MPREb_tlLAllQL9FD,Logba Logba,2022.0,Single,02/01/2023 00:52
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_KTsvoVS6Jgl,Logba Logba,2018.0,Single,02/01/2023 00:01
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,MPREb_1tMmNgVfZ4w,Logo Benz,2018.0,Single,01/01/2023 23:15
UCVpv8NbVFjY-NtNon9Z0fbw,Lojay,UCVpv8NbVFjY-NtNon9Z0fbw_Videos,Lojay_Videos,,Videos,01/01/2023 23:19
UCmcJ2ThWCw9id0Yjjqu4HVg,Oluwa Kuwait & Teni,MPREb_68dH9td8wVy,Loke Loke,2020.0,Single,02/01/2023 01:12
UCLmx929V5XB__omAboRPkPA,Naira Marley,MPREb_bD2IisDvn6K,Lol (Lord of Lamba),2019.0,EP,02/12/2022 14:14
UCkpbqiPnZMHiUEoR0cZgo2Q,Skiibii,MPREb_EDxfeVNp44F,London (feat. Reekado Banks),2017.0,Single,02/01/2023 01:01
UCbZKI-afOAF_gewoFoY-oXg,Mr Eazi & Giggs,MPREb_khm4J6JVAKa,London Town,2018.0,Single,01/01/2023 23:44
UCHxEAq_D6CJ1sn0tocJ6GdA,Joeboy,MPREb_Ft2sJC3D41j,Lonely,2020.0,Single,01/01/2023 22:49
UC91Z3oHE250WqUE5watxC3A,Nonso Amadi,MPREb_tMQ1KIKr3Cb,Long Live the Queen,2017.0,Single,02/01/2023 00:00
UClVDzJUSV0X_tp2sceFHsxA,Ziggy Marley & Yemi Alade,MPREb_F8pqIFjWtos,Look Who's Dancing Now,2021.0,Single,02/01/2023 01:56
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_e5wHmMcmwl9,Looking Back,2021.0,Single,01/01/2023 23:57
UCXg6YtKpgC59gRKUfxQw8Fw,Tems,MPREb_AchyOPSBM5J,Looku Looku,2019.0,Single,02/01/2023 01:12
UCewvfSec6vlYgRV_cnMjU3g,Olamide & Eskeez,MPREb_NNDSu2OsS8l,Loose It,2021.0,Single,02/01/2023 00:01
UCbZKI-afOAF_gewoFoY-oXg,Giftty & Mr Eazi,MPREb_Puwgk7MqrpR,Lori Okada,2017.0,Single,01/01/2023 23:44
UCSXSWWhrP3C_lhUqO3qH6xw,Ugoccie & Niniola,MPREb_sxHnbLzFBHq,Loud,2022.0,Single,01/01/2023 23:57
UCbEIMwqhkeaqddlqQSDI5cw,Tiwa Savage,MPREb_oJAhTcJL8lo,Lova Lova (feat. Duncan Mighty),2018.0,Single,02/01/2023 01:37
UCehhqT7086Y04HAQ121lu3g,Davido & Holmes,MPREb_wlyqaRuTDRr,Love,2020.0,Single,01/01/2023 20:57
UCw9FlX9lYekHPRw6_9SLWOA,Zuchu & Adekunle Gold,MPREb_tLzwABWVxHN,Love,2022.0,Single,01/01/2023 19:42
UCHxEAq_D6CJ1sn0tocJ6GdA,Joeboy,MPREb_CtazXrk1s6a,Love & Light,2019.0,EP,01/01/2023 22:49
UCgA-7_DsONWLkHl-cRSvvHg,Kcee Feat. Diamond Platnumz,MPREb_JMmJPLyCzow,Love Boat,2015.0,Single,01/01/2023 22:58
UCNBHI-xURToYIk3Xwkicdmw,Simi,MPREb_Y25HN2mu7Zy,Love Don't Care,2016.0,Single,02/01/2023 00:52
UCO4TFKYiSDo7vOQC04mr7Fg,Magixx & Ayra Starr,MPREb_yfLWdERkyvb,Love Don't Cost A Dime (Re-Up),2022.0,Single,01/01/2023 19:56
UC4VD3HwywldtzElu_kTfM_g,Magixx & Ayra Starr,MPREb_yfLWdERkyvb,Love Don't Cost A Dime (Re-Up),2022.0,Single,01/01/2023 23:25
UCRhktc7REnezMLCx1ip35Mw,Johnny Drille,MPREb_OTwjEV4ezTc,Love Don't Lie,2015.0,Single,01/01/2023 22:53
UCSA0ZddQC0SU0IlV6XIgbvA,1da Banton,MPREb_Avx2Csn96pC,Love Her Daily,2018.0,Single,01/01/2023 19:22
UCy6qn2oxmoXA4_gBA5Q7zPw,"Thutmose, Rema & R3HAB",MPREb_17DLlEG0aiF,Love In The Morning,2019.0,Single,02/01/2023 00:38
UC_lPr6_5dcv_1sOP_9Cubmg,WurlD,MPREb_ASYypm55DVF,Love Is Contagious,2019.0,Album,02/01/2023 01:54
UCEkPI0iVCjgcRHl3jjTRLXA,Young Jonn,MPREb_hF9RVqJFgb5,"Love Is Not Enough, Vol. 2",2022.0,EP,02/01/2023 02:02
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_IfV02YYVcKM,Love No Go Die,2017.0,Single,02/01/2023 00:01
UC_lPr6_5dcv_1sOP_9Cubmg,WurlD,MPREb_wUq58MZTxih,Love Nobody,2020.0,Single,02/01/2023 01:54
UCUNNGmpQ75t0GZII3coI8rg,CKay,MPREb_9Q6EFUX77M8,Love Nwantiti (Acoustic Version),2020.0,Single,01/01/2023 20:41
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,MPREb_7stGYqe3ANb,Love Story,2017.0,Single,01/01/2023 23:15
UClXTl2OdJ-BE89kw4csTYiA,Dj NiQy & Kiss Daniel,MPREb_LJPZHj84daB,Love U Jaho,2020.0,Single,01/01/2023 23:02
UCAVkIPc4lvGShZ2LVoD8loQ,Praiz,MPREb_wPL36lNMltu,Love You Better,2022.0,Single,02/01/2023 00:32
UC4X7v-1s1W6XPq8g0Zs2VMw,Patoranking,MPREb_mEZfQkE34sB,Love You Die (feat. Diamond Platnumz),2017.0,Single,02/01/2023 00:19
UCSdKuswRnuEUmXu-ikPxqbA,D'Tunes & Skales,MPREb_qVbP6PXOGig,Love You Properly,2019.0,Single,02/01/2023 00:56
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,MPREb_2vtT8bASEiP,Love You Tire,2016.0,Single,01/01/2023 23:33
UCoFTT1b0bB7oXarWEa94Aow,The Cavemen,MPREb_JpHoh2QtFop,Love and Highlife,2021.0,Album,01/01/2023 20:32
UCy6qn2oxmoXA4_gBA5Q7zPw,Thutmose & Rema,MPREb_tgHaNHbj9oi,Love in the Morning,2019.0,Single,02/01/2023 00:38
UCEkPI0iVCjgcRHl3jjTRLXA,Young Jonn,MPREb_2qSNNmlzZTb,Love is Not Enough,2022.0,EP,02/01/2023 02:02
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_If75wr3HkMf,"Love, Damini",2022.0,Album,01/01/2023 20:24
UCRhktc7REnezMLCx1ip35Mw,Johnny Drille & Phyno,MPREb_qD02Kw4gvvk,Lover,2022.0,Single,01/01/2023 22:53
UC_cE27XR3vVFMf4sYZVsj3A,Johnny Drille & Phyno,MPREb_qD02Kw4gvvk,Lover,2022.0,Single,02/01/2023 00:26
UCNBHI-xURToYIk3Xwkicdmw,Simi,MPREb_uLNq0ikDf4D,Lovin',2018.0,Single,02/01/2023 00:52
UC3XOjF6pqQWILVLbZofrg2Q,Falz,MPREb_ALBA1U1amcx,Loving,2019.0,Single,01/01/2023 21:31
UCh6TfWpZo3DFHxIWJv9kRQw,Zinoleesky,MPREb_r8hcfJtx9sT,Loving You,2022.0,Single,02/01/2023 02:03
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,MPREb_CY9i4agI0UI,Loving Your Way,2012.0,Single,02/01/2023 00:50
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,MPREb_FNadFnxU5gc,Loving Your Way (Remixes),2012.0,Single,02/01/2023 00:50
UC25DGtgYk5TwdksvtpeWYvA,Wizkid & Larry Gaaga,MPREb_2O3XJ4deqZi,Low,2019.0,Single,02/01/2023 01:50
UClK0GMAh7JMRRgyT7H85dUw,"Masterkraft, Flavour & Duncan Mighty",MPREb_bWOHkqmX9y0,Low Waist,2018.0,Single,01/01/2023 21:49
UCe3NRsuZReq3BC3rYGnINTg,"Masterkraft, Flavour & Duncan Mighty",MPREb_bWOHkqmX9y0,Low Waist,2018.0,Single,01/01/2023 21:13
UCNBHI-xURToYIk3Xwkicdmw,Simi & Fave,MPREb_T10vz0o9WJC,Loyal,2022.0,Single,02/01/2023 00:52
UCee1s3De38s0fWVEGpi_Q6w,Simi & Fave,MPREb_T10vz0o9WJC,Loyal,2022.0,Single,01/01/2023 21:44
UCXpwMBkmVT2PXVmMmAXateg,Ajebo Hustlers,MPREb_stE5i8SdfFL,Loyalty,2021.0,Single,01/01/2023 19:49
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,MPREb_lH6bQrdexYK,Lyrically,2014.0,Single,01/01/2023 23:15
UCcHJhU4S-CbjEJY-8bCxegA,Buju,MPREb_zyOrFzusjZK,L’enu,2019.0,Single,01/01/2023 20:16
UCXVjLgq7BRStQjKLnN-4o-w,M.I Abaga,UCXVjLgq7BRStQjKLnN-4o-w_Videos,M.I Abaga_Videos,,Videos,01/01/2023 23:20
UCee1s3De38s0fWVEGpi_Q6w,Fave,MPREb_YFoFpHRQe6I,M.O.M.M.S,2019.0,Single,01/01/2023 21:44
UC_lPr6_5dcv_1sOP_9Cubmg,Sarz & WurlD,MPREb_zlgePtGdpMU,MAD,2019.0,Single,02/01/2023 01:54
UC3XOjF6pqQWILVLbZofrg2Q,Idahams & Falz,MPREb_N1pTvK09adt,MAN ON FIRE (Remix),2021.0,Single,01/01/2023 21:31
UCuLIvsHGhl2xDTsRJypKPgg,Hotkid,MPREb_TvrK0zg4LFe,MANDEM (feat. Kwesi Arthur & DTG),2021.0,Single,01/01/2023 22:12
UCXVjLgq7BRStQjKLnN-4o-w,M.I Abaga,MPREb_keitZugQHU1,MI 2: The Movie,2010.0,Album,01/01/2023 23:20
UCE2ahAKzmP8phhIGpA6Mi4w,Bad Boy Timz,MPREb_DgcxX3g3sYA,MJ,2020.0,Single,02/01/2023 01:36
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_ltEx73eaDH5,MOSLADO REFIX,2021.0,EP,02/01/2023 01:12
UC_lPr6_5dcv_1sOP_9Cubmg,WurlD,MPREb_0RfBKHoGhTo,MWWU,2021.0,Single,02/01/2023 01:54
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_4L50fnnPtHL,MY WAY (E Get Why) (Freestyle),2022.0,Single,02/01/2023 01:12
UCh71_mg-mGM1WzZVtqkBuMA,SARZ BEAT & Zlatan,MPREb_5JuU98yFUKu,Ma Lo Wa,2020.0,Single,02/01/2023 02:10
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_DWkXK0rknEH,Ma Meh,2015.0,Single,01/01/2023 22:05
UCh6TfWpZo3DFHxIWJv9kRQw,Zinoleesky,MPREb_ciqJGTpmsqZ,Ma Pariwo,2020.0,Single,02/01/2023 02:03
UCUNNGmpQ75t0GZII3coI8rg,"Ici c'est Paris, CKay & Leto",MPREb_1uaZnQpFYtq,Ma chérie,2022.0,Single,01/01/2023 20:41
UCCsgq_4leY82ad-MaGw8BAQ,Vector,MPREb_UvkNIvgCzsl,Mad,2018.0,Single,02/01/2023 01:43
UCpV3CYhchNHi1KnmnMU76IQ,"2Baba, Larry Gaaga & The Kabal",MPREb_lFaX6Yq5dT4,Mad Over Hills (feat. Falz),2022.0,Single,01/01/2023 19:25
UC-WeCFg7soCkDP9F15nVdSA,Runtown & Sess,MPREb_SwdQ2lN1dAv,Mad Over You,2017.0,Single,02/01/2023 00:45
UC-WeCFg7soCkDP9F15nVdSA,Runtown,MPREb_PGDAjduF1ef,Mad Over You,2016.0,Single,02/01/2023 00:45
UCmcJ2ThWCw9id0Yjjqu4HVg,"JaySynths, Teni, & DTG",MPREb_TplzTXoiSLG,Mad Thing,2022.0,Single,02/01/2023 01:12
UC2yYpgqxoUwu00Y3TMZ6cNA,"Austynobeatz, Dj Spicey & Ice Prince",MPREb_NqjBx1b6uyC,Madd,2020.0,Single,01/01/2023 22:20
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_5sB5PJh0B0a,Made In Lagos: Deluxe Edition,2021.0,Album,02/01/2023 01:50
UClXTl2OdJ-BE89kw4csTYiA,Kizz Daniel,MPREb_GuvuFZeYZee,Madu,2019.0,Single,01/01/2023 23:02
UCLmx929V5XB__omAboRPkPA,Naira Marley & Young Jonn,MPREb_uHvp2qH7Kny,Mafo,2019.0,Single,02/12/2022 14:14
UCEkPI0iVCjgcRHl3jjTRLXA,Naira Marley & Young Jonn,MPREb_uHvp2qH7Kny,Mafo,2019.0,Single,02/12/2022 17:15
UCLmx929V5XB__omAboRPkPA,Naira Marley & Young Jonn,MPREb_pSxZMe00hJR,Mafo,2019.0,Single,01/01/2023 23:54
UCEkPI0iVCjgcRHl3jjTRLXA,Naira Marley & Young Jonn,MPREb_pSxZMe00hJR,Mafo,2019.0,Single,02/01/2023 02:02
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_Yo7C3pXwfhP,Magic,2017.0,Single,01/01/2023 22:20
UC91Z3oHE250WqUE5watxC3A,"Public Goods, Nonso Amadi & Tasha Angela",MPREb_5DwA8N2CmJ5,Magic,2021.0,Single,02/01/2023 00:00
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_BkpbZtdE4sg,Magic,2017.0,Single,02/12/2022 17:51
UC4VD3HwywldtzElu_kTfM_g,Magixx,MPREb_oFia30GIvLY,Magixx,2021.0,EP,01/01/2023 23:25
UC4VD3HwywldtzElu_kTfM_g,Magixx,UC4VD3HwywldtzElu_kTfM_g_Videos,Magixx_Videos,,Videos,01/01/2023 23:25
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_ntTyS0rveX3,Magun (Remix) (feat. BUSISWA),2018.0,Single,01/01/2023 23:57
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_0q5JixjZJpM,Magun (Remix) (feat. Busiswa),2018.0,Single,02/12/2022 14:20
UCh71_mg-mGM1WzZVtqkBuMA,Oladips & Zlatan,MPREb_9KaKIKD23jf,"Mainland To Island: ""The Ep""",2021.0,EP,02/01/2023 02:10
UCh71_mg-mGM1WzZVtqkBuMA,Oladips & Zlatan,MPREb_Qce0QDSFLek,Mainland to Island,2021.0,Single,02/01/2023 02:10
UCmcJ2ThWCw9id0Yjjqu4HVg,"Teni, Mayorkun & Costa Titch",MPREb_tQmcju9wbdB,Maitama (Going) (feat. Ch'cco),2022.0,Single,02/01/2023 01:12
UCpzSGWR_sUBBf0F-HReYOKA,"Teni, Mayorkun & Costa Titch",MPREb_tQmcju9wbdB,Maitama (Going) (feat. Ch'cco),2022.0,Single,01/01/2023 23:33
UC4X7v-1s1W6XPq8g0Zs2VMw,Patoranking,MPREb_69KuFI4WvLw,Make Am,2015.0,Single,02/01/2023 00:19
UC3XOjF6pqQWILVLbZofrg2Q,"Ajebutter22, Falz & BOJ",MPREb_Qx6rRK246rr,Make E No Cause Fight 2,2019.0,EP,01/01/2023 21:31
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_DjrVvuPBFoI,Make Up,2020.0,EP,01/01/2023 22:20
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_YhhyyvtFjfc,Make Up Your Mind (feat. Tekno),2020.0,Single,01/01/2023 22:20
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_itTRCayhzK6,Make Us Proud (feat. Wale),2014.0,Single,02/01/2023 00:01
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_UWlJquu5l8n,Make Us Proud (feat. Wale),2016.0,Single,02/01/2023 00:01
UClXTl2OdJ-BE89kw4csTYiA,Kiss Daniel,MPREb_3btI7OagBSo,Mama,2016.0,Single,01/01/2023 23:02
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,MPREb_Q0noBDytHg6,Mama,2017.0,Single,01/01/2023 23:33
UClK0GMAh7JMRRgyT7H85dUw,Flavour,MPREb_Gl9FQ6bzT7N,Mama (feat. Chidinma),2016.0,Single,01/01/2023 21:49
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_1wayDI915Vs,Mama (feat. Wizkid),2017.0,Single,02/01/2023 01:09
UClVDzJUSV0X_tp2sceFHsxA,Yemi Alade,MPREb_VHKM7tYkHeH,Mama Africa (The Diary of an African Woman),2016.0,Album,02/01/2023 01:56
UClVDzJUSV0X_tp2sceFHsxA,Yemi Alade,MPREb_X0FJLm8T3jB,Mama Afrique EP,2017.0,EP,02/01/2023 01:56
UCy51adLS32LxWLM5a_ixezw,Vector & Wande Coal,MPREb_BQW1neG1GEp,Mama Maradona,2022.0,Single,02/01/2023 01:47
UCCsgq_4leY82ad-MaGw8BAQ,Vector & Wande Coal,MPREb_BQW1neG1GEp,Mama Maradona,2022.0,Single,02/01/2023 01:43
UCEkPI0iVCjgcRHl3jjTRLXA,Young Jonn,MPREb_F5WHe6q5Ciu,Mama Yo,2019.0,Single,02/01/2023 02:02
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,MPREb_xkuuzuT8VuV,Mama [Remix] (feat. DJ Brytos & Destiny Boy),2017.0,Single,01/01/2023 23:33
UCFXYNi16itKb_3u6u79_Gpw,Blaqbonez,MPREb_APuFd4DwhBJ,Mamiwota (feat. Oxlade),2019.0,Single,01/01/2023 20:13
UC6Idoh6aC4rscuwiZCq6Lyg,POE,MPREb_Vvqlr1OrJVe,Man Already,2017.0,Single,01/01/2023 23:09
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_ZcCR49fVH2y,Man Of The Year,2019.0,Album,02/01/2023 00:56
UC6o_fs8z32M9dNeQkvC7EDA,Niphkeys & Reekado Banks,MPREb_fdcwMSyDjlF,Man Of The Year,2022.0,Single,02/01/2023 00:35
UC6o_fs8z32M9dNeQkvC7EDA,Niphkeys & Reekado Banks,MPREb_J8TnutysEEr,Man Of The Year (Instrumental),2022.0,Single,02/01/2023 00:35
UCh-VZa381UUDND3OtMKLudg,Victony,MPREb_Tps8nIDgrnW,Many Man - A COLORS SHOW,2022.0,Single,02/01/2023 01:46
UCeM_6KLtHjn1xd3fShyqONQ,Bella Shmurda,MPREb_l07RZgcGwvu,Many Things,2022.0,Single,01/01/2023 20:10
UC25DGtgYk5TwdksvtpeWYvA,Mut4Y & Wizkid,MPREb_1jkoc1VtnFH,Manya,2017.0,Single,02/01/2023 01:50
UCSXSWWhrP3C_lhUqO3qH6xw,NINIOLA,MPREb_iPIS51xXwMB,Maradona (Extended Version),2017.0,Single,01/01/2023 23:57
UCSXSWWhrP3C_lhUqO3qH6xw,DJ Snake & Niniola,MPREb_cDHxEHU4qa5,Maradona Riddim,2018.0,Single,01/01/2023 23:57
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,MPREb_KAI8MF8xPWL,Maria,2019.0,Single,02/01/2023 00:35
UCUNNGmpQ75t0GZII3coI8rg,CKay & silly walks discotheque,MPREb_DbLF3NI8Sye,Maria,2022.0,Single,01/01/2023 20:41
UCrGWxOYNj1pgNG-Ktt_TP4Q,Rexxie,MPREb_wLuQZluir7O,Marlian Riddim,2020.0,Single,02/01/2023 00:41
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_DpApd4H9T0m,Marry,2020.0,Single,02/01/2023 01:12
UC25DGtgYk5TwdksvtpeWYvA,WizKid,MPREb_oz4JGNcJCFM,Master Groove,2018.0,Single,02/01/2023 01:50
UCx5IlXXEC_mzhxPsbu_XJlw,Peruzzi,MPREb_3o5SiLzVduy,Mata,2018.0,Single,02/01/2023 00:23
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_U3niLoCxleO,Matters Arising,2015.0,Single,02/01/2023 00:01
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,MPREb_BzN5d2hKShm,Mayor Of Lagos,2018.0,Album,
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,UCpzSGWR_sUBBf0F-HReYOKA_Videos,Mayorkun_Videos,,Videos,01/01/2023 23:33
UCe7IJd_8FJIETlOyhMvKU7A,Zoro,MPREb_FIpCY47hJXQ,Mbada,2018.0,Single,02/01/2023 02:13
UCe7IJd_8FJIETlOyhMvKU7A,Zoro,MPREb_PpwSWFFxFRR,Mbada Remix,2018.0,Single,02/01/2023 02:13
UCAVkIPc4lvGShZ2LVoD8loQ,Praiz,MPREb_pJk2BIm5w89,Me and You (feat. Sarkodie),2017.0,Single,02/01/2023 00:32
UC25DGtgYk5TwdksvtpeWYvA,Wizkid & Akaya,MPREb_ltEu4kZKKIh,Medicine,2018.0,Single,02/01/2023 01:50
UCehhqT7086Y04HAQ121lu3g,Kuami Eugene & Davido,MPREb_JLBZoXINwv0,Meji Meji,2018.0,Single,01/01/2023 20:57
UClVDzJUSV0X_tp2sceFHsxA,Afro B & Yemi Alade,MPREb_Zayy7UylXYC,Melanin (Remix),2018.0,Single,02/01/2023 01:56
UCP-_jH7CH7xXEDfAsWJLiCw,Korede Bello,MPREb_WQfdEd7MSIV,Melanin Popping,2018.0,Single,01/01/2023 23:07
UCh-VZa381UUDND3OtMKLudg,Victony,MPREb_jHQusqZdLk3,Menace,2019.0,Single,02/01/2023 01:46
UCw9FlX9lYekHPRw6_9SLWOA,Adekunle Gold,MPREb_Norkw3mIX5u,Mercy,2022.0,Single,01/01/2023 19:42
UC3XOjF6pqQWILVLbZofrg2Q,Falz,MPREb_Du75dwahFCm,Mercy,2021.0,Single,01/01/2023 21:31
UClK0GMAh7JMRRgyT7H85dUw,Flavour,MPREb_zZxTQfO3kpm,Mercy (Acoustic) (feat. Semah),2019.0,Single,01/01/2023 21:49
UClK0GMAh7JMRRgyT7H85dUw,Flavour Feat. Semah,MPREb_Yi8TyvjT9JV,Mercy (feat. Semah),2019.0,Single,01/01/2023 21:49
UCHAKI88Cm5sWHr_O3wkRwxQ,Harrysong,MPREb_y7k6Z7XIlmW,Meta,2022.0,Single,01/01/2023 22:05
UCP-_jH7CH7xXEDfAsWJLiCw,Korede Bello,MPREb_7qhG4QFRJbx,Mi Casa,2019.0,EP,01/01/2023 23:07
UCP-_jH7CH7xXEDfAsWJLiCw,Korede Bello,MPREb_kegjAt7kxOs,Mi Casa Su Casa,2020.0,Single,01/01/2023 23:07
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince & Peter Pann,MPREb_3Qmux8JydsY,Mi Gyal Dem,2019.0,Single,01/01/2023 22:20
UCUl1XQzvAXMLsio8rDG6pZw,Mohbad,MPREb_YGubgqyxjsM,Mi O Foh,2019.0,Single,01/01/2023 23:35
UCVpv8NbVFjY-NtNon9Z0fbw,Lojay,MPREb_QtkHIxfJpK1,Midnight Vibes,2017.0,EP,01/01/2023 23:19
UCe3NRsuZReq3BC3rYGnINTg,Duncan Mighty,MPREb_uaXkmaEXV9L,Miekeraso,2018.0,Single,01/01/2023 21:13
UCehhqT7086Y04HAQ121lu3g,Ayanfe & Davido,MPREb_3P8VVVKUOJ0,Migrate,2021.0,Single,01/01/2023 20:57
UCcHJhU4S-CbjEJY-8bCxegA,Ejoya & Buju,MPREb_1LrWXWTOIZ6,Mind Games,2020.0,Single,01/01/2023 20:16
UCUDkrpNBRUTZxeNpZCemDuw,Timaya,MPREb_DAWMESGc2vi,Mind over Matter (feat. D'banj),2014.0,Single,02/01/2023 01:31
UCHxEAq_D6CJ1sn0tocJ6GdA,Blanche Bailly & Joeboy,MPREb_Gas3JThtFQU,Mine,2022.0,Single,01/01/2023 22:49
UCE2ahAKzmP8phhIGpA6Mi4w,bad boy timz,MPREb_pGV6YZ53lVv,Mj (Remix),2020.0,Single,02/12/2022 16:24
UC97hKW1a1rzrMnzkKwaNx_g,Crayon,MPREb_hu29juxh3oi,Mo Bad,2020.0,Single,01/01/2023 20:49
UCzcjw-vbU2cDJ9ZySwb4uIg,D'Banj,MPREb_CxXN1zsQJwU,Mo Cover Eh (feat. Slimcase),2019.0,Single,01/01/2023 21:09
UCUl1XQzvAXMLsio8rDG6pZw,Mohbad,UCUl1XQzvAXMLsio8rDG6pZw_Videos,Mohbad_Videos,,Videos,01/01/2023 23:35
UClXTl2OdJ-BE89kw4csTYiA,Kiss Daniel,MPREb_h9WwiHu3OZL,Molue,2015.0,Single,01/01/2023 23:02
UClXTl2OdJ-BE89kw4csTYiA,Kizz Daniel,MPREb_zA4gmlSzAaH,Molue (feat. Sugarboy),2015.0,Single,01/01/2023 23:02
UCVpv8NbVFjY-NtNon9Z0fbw,"Lojay, Sarz & Chris Brown",MPREb_1GfVIAcCwr5,Monalisa,2022.0,Single,01/01/2023 23:19
UCVpv8NbVFjY-NtNon9Z0fbw,"Lojay, Sarz & Franglish",MPREb_zXbZwSytNJO,Monalisa (Franglish & DJ Babs Remix),2022.0,Single,01/01/2023 23:19
UCh6TfWpZo3DFHxIWJv9kRQw,Zinoleesky,MPREb_aKLfUmTLIDm,Money,2019.0,Single,02/01/2023 02:03
UCeM_6KLtHjn1xd3fShyqONQ,"Terri, Bella Shmurda & Mohbad",MPREb_hghkdgpmiOU,Money,2021.0,Single,01/01/2023 20:10
UCUl1XQzvAXMLsio8rDG6pZw,"Terri, Bella Shmurda & Mohbad",MPREb_hghkdgpmiOU,Money,2021.0,Single,01/01/2023 23:35
UCw9FlX9lYekHPRw6_9SLWOA,Adekunle Gold,MPREb_hx9kYPBA6li,Money,2017.0,Single,01/01/2023 19:42
UCppZ_aSXAY-zuzKigCRqAow,"Boj, Zamir & Amaarae",MPREb_AdPM7cRV8Bj,Money & Laughter,2021.0,Single,01/01/2023 19:51
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_KCTugx9BO6o,Money & Love,2022.0,Single,02/01/2023 01:50
