channel_artiste_id,collection_owners,collection_id,collection_title,release_year,collection_type,update_time
UCkpbqiPnZMHiUEoR0cZgo2Q,Skiibii,MPREb_WkzJuD0Ax5I,"Daz How Star Do (feat. DJ Neptune, Falz & Teni)",2019.0,Single,02/01/2023 01:01
UCUDkrpNBRUTZxeNpZCemDuw,Geeboyy & Timaya,MPREb_d58rjhqCj1H,De Dance,2016.0,Single,02/01/2023 01:31
UC_cE27XR3vVFMf4sYZVsj3A,Phyno,MPREb_Crklbxn2f7P,Deal with It,2019.0,Album,02/01/2023 00:26
UCehhqT7086Y04HAQ121lu3g,Oritse Femi & Davido,MPREb_RC5XbUzG52v,Debe Confirm (feat. Oluwaseun & B-Red),2022.0,Single,01/01/2023 20:57
UCCsgq_4leY82ad-MaGw8BAQ,Larry Gaaga & Vector,MPREb_4ZxGmtM8D75,Decide,2019.0,Single,02/01/2023 01:43
UCbZKI-afOAF_gewoFoY-oXg,RAYE & Mr Eazi,MPREb_FoOHzrftTru,Decline,2017.0,Single,01/01/2023 23:44
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_EVpBnniS1Z6,Deja Vu,2017.0,Single,01/01/2023 20:24
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_CSlmAn3k1te,Denge Pose,2019.0,Single,02/01/2023 00:56
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_ULcQDDj5ipa,Designer,2020.0,Single,02/01/2023 01:09
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_lIDQfkxdp9T,Designer (feat. Sarz),2019.0,Single,01/01/2023 23:57
UCSXSWWhrP3C_lhUqO3qH6xw,NINIOLA,MPREb_oHKwFGfhNND,Designer (feat. Sarz),2019.0,Single,02/12/2022 14:20
UCKnTkdyRxt_TvslgZEzncIg,Iyanya,MPREb_4EC8KtrcwmM,Desire,2021.0,Single,01/01/2023 22:32
UCeM_6KLtHjn1xd3fShyqONQ,August.III & Bella Shmurda,MPREb_cZcZXN2C7Zq,Desire,2021.0,Single,01/01/2023 20:10
UCgA-7_DsONWLkHl-cRSvvHg,Kcee,MPREb_rIDUgZZ3tWA,Desire,2017.0,Single,01/01/2023 22:58
UCh71_mg-mGM1WzZVtqkBuMA,YKB & Zlatan,MPREb_3geEVV56MJf,Dey Your Dey,2021.0,Single,02/01/2023 02:10
UC91Z3oHE250WqUE5watxC3A,Nonso Amadi,MPREb_zUt6EuzA3r9,Dial Me,2018.0,Single,02/01/2023 00:00
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_FVkQwxrxqjf,Diana,2016.0,Single,02/01/2023 01:09
UCLmx929V5XB__omAboRPkPA,"Naira Marley, C Blvck & MohBad",MPREb_U8kjSOTNiCw,Dido Lobo (Freestyle),2020.0,Single,01/01/2023 23:54
UCbEIMwqhkeaqddlqQSDI5cw,"Slimcase, Tiwa Savage, Reminisce & Dj Enimoney",MPREb_qiBhJpich7V,Diet,2018.0,Single,02/01/2023 01:37
UC91Z3oHE250WqUE5watxC3A,Nonso Amadi & Majid Jordan,MPREb_nCJ9LMc1Kmw,Different,2022.0,Single,02/01/2023 00:00
UClVDzJUSV0X_tp2sceFHsxA,Angelique Kidjo & Yemi Alade,MPREb_DpCD76PsCcd,Dignity,2021.0,Single,02/01/2023 01:56
UCe3NRsuZReq3BC3rYGnINTg,Baba Sempe & Duncan Mighty,MPREb_5TzhOO18lv0,Dirty Water,2019.0,Single,01/01/2023 21:13
UClK0GMAh7JMRRgyT7H85dUw,Flavour & Semah,MPREb_LXWWWR5sepR,Divine,2018.0,Album,01/01/2023 21:49
UCbEIMwqhkeaqddlqQSDI5cw,"Dj Consequence, Tiwa Savage & Mystro",MPREb_flXiQTphbw1,Do Like This,2018.0,Single,02/01/2023 01:37
UCl61Ij0v5ulMS0UxvAxsXcg,P-Square,MPREb_W94MN1dzxTc,Do Me,2008.0,Single,02/01/2023 00:15
UC97hKW1a1rzrMnzkKwaNx_g,Crayon,MPREb_hck1HLyPmlV,Do Me,2020.0,Single,01/01/2023 20:49
UC60F2Ngz1ZkAP6v_PwgSY0A,Omah Lay,MPREb_xpTzJKMVSWK,Do Not Disturb,2019.0,Single,02/01/2023 00:12
UCbZKI-afOAF_gewoFoY-oXg,Sarkodie & Mr Eazi,MPREb_0LypMo3dStj,Do You,2019.0,Single,01/01/2023 23:44
UCmcJ2ThWCw9id0Yjjqu4HVg,Otunba & Teni,MPREb_5M9fVhTtO3e,Do You Love Me,2020.0,Single,02/01/2023 01:12
UC_cE27XR3vVFMf4sYZVsj3A,Phyno,MPREb_bOvvnkvCVXJ,Do You Wrong (feat. Olamide),2021.0,Single,02/01/2023 00:26
UCehhqT7086Y04HAQ121lu3g,Davido,MPREb_uBFPdu9tqg6,Dodo,2015.0,Single,01/01/2023 20:57
UCz4lijjm1xm7rJcip3ac65g,"TOBi, Oxlade & Juls",MPREb_XhB9NugUwk4,Dollas and Cents (DJ Tunez Mix),2021.0,Single,02/01/2023 00:14
UC-WeCFg7soCkDP9F15nVdSA,Runtown,MPREb_NgwE2PvuOo2,Domot,2014.0,Single,02/01/2023 00:45
UCUDkrpNBRUTZxeNpZCemDuw,Timaya,MPREb_bp9iSZLuM8B,Don Dada,2021.0,Single,02/01/2023 01:31
UCr61sufuLt7_eB7ak1bXHIg,Burna Boy,MPREb_tX1l9oqmcLT,Don Gorgon,2014.0,Single,01/01/2023 20:24
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,MPREb_uuBjbxX5AVr,Don't Call Me (feat. Zinoleesky),2021.0,Single,01/01/2023 23:15
UCHxEAq_D6CJ1sn0tocJ6GdA,Joeboy,MPREb_zvGOJliK9ZF,Don't Call Me Back (feat. Mayorkun),2019.0,Single,01/01/2023 22:49
UCNwUllQh84NeUHB56vTBAFw,Aluna & Tekno,MPREb_9yNFGG0AzEt,Don't Hit My Line,2021.0,Single,02/01/2023 01:09
UCCjfbcoH0ZYT0r1jScDHJMg,Asake,MPREb_ZvARpLFjQoV,Don't Hype Me,2021,Single,2-1-2023 10:16
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_906pV4kcqva,Done To Me,2020.0,Single,02/01/2023 00:56
UCHxEAq_D6CJ1sn0tocJ6GdA,Joeboy & Kwesi Arthur,MPREb_vV60EXbWYrQ,Door,2021.0,Single,01/01/2023 22:49
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_Bmxkkpv0oWh,Dorime,2021.0,Single,02/01/2023 01:12
UCl61Ij0v5ulMS0UxvAxsXcg,P-Square,MPREb_9iS7uple6pe,Double Trouble,2014.0,Album,02/01/2023 00:15
UCbZKI-afOAF_gewoFoY-oXg,Mr Eazi & Simi,MPREb_o5oI4CzxwTp,Doyin,2019.0,Single,01/01/2023 23:44
UCNBHI-xURToYIk3Xwkicdmw,Mr Eazi & Simi,MPREb_o5oI4CzxwTp,Doyin,2019.0,Single,02/01/2023 00:52
UC-KVFk4Jm-P5don9AdYTAbg,Candy Bleakz,MPREb_rI3TqeJlsjg,Dragon Anthem,2022.0,Single,01/01/2023 20:31
UCehhqT7086Y04HAQ121lu3g,"Ir Sais, Sean Paul & Davido",MPREb_yt7XT4Jp0N7,Dream Girl (Global Remix),2019.0,Single,01/01/2023 20:57
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_j4VlJrDZ8b4,Drop (feat. Wale),2014.0,Single,02/01/2023 01:50
UCLmx929V5XB__omAboRPkPA,Naira Marley,MPREb_eOw70VKWh86,Drug Test,2021.0,Single,01/01/2023 23:54
UCLmx929V5XB__omAboRPkPA,Naira Marley,MPREb_Av1gzgHmrc9,Drummer Boy,2018.0,Single,02/12/2022 14:14
UCLmx929V5XB__omAboRPkPA,Naira Marley,MPREb_cJbZlLEO2TJ,Drummer Boy,2018.0,Single,01/01/2023 23:54
UCNBHI-xURToYIk3Xwkicdmw,Simi,MPREb_h3OgtftIYbl,Duduke,2020.0,Single,02/01/2023 00:52
UCNBHI-xURToYIk3Xwkicdmw,Simi,MPREb_oHLPn4VYKCa,Duduke (French version),2021.0,Single,02/01/2023 00:52
UCx5IlXXEC_mzhxPsbu_XJlw,"Fiokee, Davido & Peruzzi",MPREb_6Pn4QrRhZBQ,Dumebi,2018.0,Single,02/01/2023 00:23
UCehhqT7086Y04HAQ121lu3g,"Fiokee, Davido & Peruzzi",MPREb_6Pn4QrRhZBQ,Dumebi,2018.0,Single,01/01/2023 20:57
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema & Becky G,MPREb_V6mG2BPLRKT,Dumebi (Becky G Remix),2019.0,Single,02/01/2023 00:38
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema & Major Lazer,MPREb_jFjmu2UYz43,Dumebi (Major Lazer Remix),2019.0,Single,02/01/2023 00:38
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema,MPREb_VhUJHPb5XVN,Dumebi (The Remixes),2020.0,EP,02/01/2023 00:38
UCe3NRsuZReq3BC3rYGnINTg,Duncan Mighty,UCe3NRsuZReq3BC3rYGnINTg_Videos,Duncan Mighty_Videos,,Videos,01/01/2023 21:13
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_Cc0cMa3TwEd,Duro,2015.0,Single,02/01/2023 01:09
UCz4lijjm1xm7rJcip3ac65g,Ojahbee & Oxlade,MPREb_aUsMW8Vroiy,Dutty Love,2020.0,Single,02/01/2023 00:14
UCehhqT7086Y04HAQ121lu3g,DJ Neptune & Davido,MPREb_RXgU7gKBpUu,Démo,2019.0,Single,01/01/2023 20:57
UCr61sufuLt7_eB7ak1bXHIg,Mr. Dutch & Burna Boy,MPREb_ggqVTFr0XtA,E No Finish,2018.0,Single,01/01/2023 20:24
UCNBHI-xURToYIk3Xwkicdmw,Simi,MPREb_2ECbP2VEoNo,E No Go Funny,2014.0,Single,02/01/2023 00:52
UC_cE27XR3vVFMf4sYZVsj3A,Phyno,MPREb_w0IdxezLrbz,E Sure For ME,2016.0,Single,02/01/2023 00:26
UCbEIMwqhkeaqddlqQSDI5cw,"Jaybreeze, Tiwa Savage, Wande Coal, and Mystro",MPREb_LiNdu7TBDNE,EH OH AH!,2019.0,Single,02/01/2023 01:37
UCy51adLS32LxWLM5a_ixezw,"Jaybreeze, Tiwa Savage, Wande Coal, and Mystro",MPREb_LiNdu7TBDNE,EH OH AH!,2019.0,Single,02/01/2023 01:47
UCt7KNkaOhBpesOJHMx2ASnw,Fireboy DML,MPREb_V3XZKco694G,ELI,2020.0,Single,01/01/2023 21:45
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_mG7xPvqNsFK,ERU,2020.0,Single,02/01/2023 00:01
UC2yYpgqxoUwu00Y3TMZ6cNA,"DJ CHARLIE SHEE, kproxzy & Ice Prince",MPREb_INR7vtlH0Qn,EVERYBODY,2020.0,Single,01/01/2023 22:20
UCCsgq_4leY82ad-MaGw8BAQ,Vector,MPREb_5xD1ErkoEd5,Early Momo (feat. GoodGirl LA),2021.0,Single,02/01/2023 01:43
UCehhqT7086Y04HAQ121lu3g,Sina Rambo & Davido,MPREb_X2Z9aJ5lzWl,Earthquake,2015.0,Single,01/01/2023 20:57
UCgA-7_DsONWLkHl-cRSvvHg,Kcee,MPREb_IITLnDufHrp,Eastern Conference,2019.0,Album,01/01/2023 22:58
UC6o_fs8z32M9dNeQkvC7EDA,Reekado Banks,MPREb_XE8sKcW9T2C,Easy (Jeje),2017.0,Single,02/01/2023 00:35
UCgA-7_DsONWLkHl-cRSvvHg,"Kcee, Harrysong & Skiibii",MPREb_qdvysZIquFY,Ebeano,2015.0,Single,01/01/2023 22:58
UCe7IJd_8FJIETlOyhMvKU7A,Zoro,MPREb_hP1VJRUThKi,Echolac (Bag Of Blessings) (feat. Flavour),2017.0,Single,02/01/2023 02:13
UCz4lijjm1xm7rJcip3ac65g,Troniq Music & Oxlade,MPREb_9qI9EoUq1Qo,Eclipse,2021.0,EP,02/01/2023 00:14
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,MPREb_5BY1zeONJko,Ecstacy,2020.0,Album,01/01/2023 23:15
UCl2Z1l__4vNGRG5EQb7odpA,Lil Kesh,MPREb_wnHzJuMmUAw,Efejoku,2015.0,Single,01/01/2023 23:15
UCUDkrpNBRUTZxeNpZCemDuw,Timaya,MPREb_0ciEyWN6ywt,Eff All Day (feat. Phyno),2021.0,Single,02/01/2023 01:31
UC_cE27XR3vVFMf4sYZVsj3A,Masterkraft & Phyno,MPREb_eSOqio76G2e,Egbon,2021.0,Single,02/01/2023 00:26
UClK0GMAh7JMRRgyT7H85dUw,"Larry Gaaga, Pete Edochie, Flavour & Phyno",MPREb_PPO4KI3sbnR,Egedege,2021.0,Single,01/01/2023 21:49
UC_cE27XR3vVFMf4sYZVsj3A,"Larry Gaaga, Pete Edochie, Flavour & Phyno",MPREb_PPO4KI3sbnR,Egedege,2021.0,Single,02/01/2023 00:26
UCSdKuswRnuEUmXu-ikPxqbA,Skales,MPREb_rLYeDc5D1S3,Ego,2019.0,Single,02/01/2023 00:56
UCSA0ZddQC0SU0IlV6XIgbvA,1da Banton,MPREb_3G8dWbbG9C2,Ego,2022.0,Single,01/01/2023 19:22
UCh71_mg-mGM1WzZVtqkBuMA,Zlatan & Obesere,MPREb_sQcdKxBXCij,Egungun Be Careful,2020.0,Single,02/01/2023 02:10
UClXTl2OdJ-BE89kw4csTYiA,Kizz Daniel,MPREb_cqKpwhOAPOF,Eko,2019.0,Single,01/01/2023 23:02
UCehhqT7086Y04HAQ121lu3g,Davido,MPREb_SXJ6WGQp1VO,Ekuro,2018.0,Single,01/01/2023 20:57
UCzp5sl69LRuTFz-a8NnuC3Q,T.I BLAZE,MPREb_UIiU0yqDqG0,El Major,2022.0,Album,02/01/2023 01:24
UCwfpj2LQeVu7eA9g1s5Z-TQ,Seyi Shay,MPREb_YVysGzDMsru,Electric Package EP Vol.1,2018.0,EP,02/01/2023 00:50
UCn-MpywoDcRk60F-EbyR8Nw,Pheelz & Davido,MPREb_Q76eGR7cbNK,Electricity,2022.0,Single,02/01/2023 00:25
UCehhqT7086Y04HAQ121lu3g,Pheelz & Davido,MPREb_Q76eGR7cbNK,Electricity,2022.0,Single,01/01/2023 20:57
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_HXsYryocJPs,Eleda Mi O,2020.0,Single,02/01/2023 00:01
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_T3lBU1mnLrx,Eledumare,2013.0,Single,02/01/2023 01:50
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,MPREb_nz62FtjQnmE,Eleko,2016.0,Single,01/01/2023 23:33
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_07tg80RrLRT,Elektroninen tanssimusiikki,2011.0,Single,02/01/2023 01:09
UClVDzJUSV0X_tp2sceFHsxA,Yemi Alade,MPREb_WjmAFeEKvNI,Elele,2018.0,Single,02/01/2023 01:56
UCeM_6KLtHjn1xd3fShyqONQ,Balloranking & Bella Shmurda,MPREb_sj49BtrkCoa,Elevate (Remix),2022.0,Single,01/01/2023 20:10
UCbEIMwqhkeaqddlqQSDI5cw,"Kizz Daniel, Young John & Tiwa Savage",MPREb_PNmGMlwvacO,Ello Baby,2019.0,Single,02/01/2023 01:37
UCEkPI0iVCjgcRHl3jjTRLXA,"Kizz Daniel, Young John & Tiwa Savage",MPREb_PNmGMlwvacO,Ello Baby,2019.0,Single,02/01/2023 02:02
UClXTl2OdJ-BE89kw4csTYiA,"Kizz Daniel, Young John & Tiwa Savage",MPREb_PNmGMlwvacO,Ello Baby,2019.0,Single,01/01/2023 23:02
UC3XOjF6pqQWILVLbZofrg2Q,Falz,MPREb_1uhjDYxm7PA,Ello Bae,2015.0,Single,01/01/2023 21:31
UC91Z3oHE250WqUE5watxC3A,Nonso Amadi,MPREb_VXM6qCQOJfP,Emergency,2019.0,Single,02/01/2023 00:00
UCUNNGmpQ75t0GZII3coI8rg,CKay,MPREb_iuAjR4wad8E,Emiliana,2021.0,Single,01/01/2023 20:41
UCUNNGmpQ75t0GZII3coI8rg,CKay,MPREb_GMIXtiVOJJF,Emiliana (Acoustic),2022.0,Single,01/01/2023 20:41
UC-WeCFg7soCkDP9F15nVdSA,Runtown,MPREb_qBHKsSaLdg8,Emotions,2019.0,Single,02/01/2023 00:45
UClVDzJUSV0X_tp2sceFHsxA,Yemi Alade,MPREb_gPCIBhPTmmi,Empress,2020.0,Album,02/01/2023 01:56
UCHxEAq_D6CJ1sn0tocJ6GdA,Lakizo Entertainment & Joeboy,MPREb_LwkjIV77toU,Empty My Pocket,2021.0,Single,01/01/2023 22:49
UC-WeCFg7soCkDP9F15nVdSA,Runtown,MPREb_0H4nmLTj2YL,Energy,2017.0,Single,02/01/2023 00:45
UCw9FlX9lYekHPRw6_9SLWOA,"DJ Tunez, Ashanti & Adekunle Gold",MPREb_ALHqwmBb8dz,Energy,2021.0,Single,01/01/2023 19:42
UCFXYNi16itKb_3u6u79_Gpw,Yung Meagan & Blaqbonez,MPREb_2CLiea9EhEz,Energy,2021.0,Single,01/01/2023 20:13
UCcHJhU4S-CbjEJY-8bCxegA,Buju,MPREb_8W9hfbOMLIZ,Energy,2019.0,Single,01/01/2023 20:16
UC25DGtgYk5TwdksvtpeWYvA,Skepta & WizKid,MPREb_m39b1GYxwDS,Energy (Stay Far Away),2018.0,Single,02/01/2023 01:50
UCh71_mg-mGM1WzZVtqkBuMA,DJ Neptune & Zlatan,MPREb_LWSYARXxBcu,English Teacher,2019.0,Single,02/01/2023 02:10
UCNwUllQh84NeUHB56vTBAFw,Tekno,MPREb_LC9tIpNTM8w,Enjoy,2020.0,Single,02/01/2023 01:09
UCNwUllQh84NeUHB56vTBAFw,Tekno & Mafikizolo,MPREb_0sJlFYUDpfH,Enjoy (Remix),2021.0,Single,02/01/2023 01:09
UClVDzJUSV0X_tp2sceFHsxA,Yemi Alade,MPREb_LfOpmziPlUP,Enjoyment,2021.0,Single,02/01/2023 01:56
UCzcjw-vbU2cDJ9ZySwb4uIg,D'Banj,MPREb_29hjvvbPNcO,Entertainer,2008.0,Album,01/01/2023 21:09
UCUDkrpNBRUTZxeNpZCemDuw,Timaya,MPREb_L4bHPMipoa4,Epiphany,2014.0,Album,02/01/2023 01:31
UCehhqT7086Y04HAQ121lu3g,"Zlatan, Joe El & Davido",MPREb_4xUnatjokRw,Epo,2021.0,Single,01/01/2023 20:57
UCh71_mg-mGM1WzZVtqkBuMA,"Zlatan, Joe El & Davido",MPREb_4xUnatjokRw,Epo,2021.0,Single,02/01/2023 02:10
UCgA-7_DsONWLkHl-cRSvvHg,KCee Feat. Timaya,MPREb_DhgP8a4fujf,Erima,2019.0,Single,01/01/2023 22:58
UC25DGtgYk5TwdksvtpeWYvA,Akon & Wizkid,MPREb_sIdbO1qOQyB,Escape,2020.0,Single,02/01/2023 01:50
UC25DGtgYk5TwdksvtpeWYvA,Wizkid,MPREb_WSnQpdJGOrx,Essence (feat. Justin Bieber & Tems),2021.0,Single,02/01/2023 01:50
UC25DGtgYk5TwdksvtpeWYvA,Yung L & Wizkid,MPREb_YAIBdIwpPJz,Eve Bounce,2020.0,Single,02/01/2023 01:50
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_cyU467P0i3I,Everybody Loves Ice Prince,2020.0,Album,01/01/2023 22:20
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_yN5FmkhU2vg,Everybody Loves Ice Prince,2011.0,Album,01/01/2023 22:20
UC4X7v-1s1W6XPq8g0Zs2VMw,Patoranking,MPREb_2WuVkwOetEF,Everyday,2018.0,Single,02/01/2023 00:19
UCzcjw-vbU2cDJ9ZySwb4uIg,D'Banj,MPREb_s6MdQSUbAbN,Everything Is Ok,2019.0,Single,01/01/2023 21:09
UC25DGtgYk5TwdksvtpeWYvA,WIZKID,MPREb_NvsKlnMqrvZ,Everytime (feat. Future),2017.0,Single,02/01/2023 01:50
UC_lPr6_5dcv_1sOP_9Cubmg,WurlD,MPREb_rUnIM102zHS,Evolution,2013.0,Album,02/01/2023 01:54
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_doqA6GfdeWx,Excellency (feat. DJ Buckz),2016.0,Single,01/01/2023 22:20
UCCsgq_4leY82ad-MaGw8BAQ,VECTOR,MPREb_82xuM7aSpDm,Exclusive Collaborations,2012.0,Album,02/01/2023 01:43
UC97hKW1a1rzrMnzkKwaNx_g,Crayon,MPREb_gN5H94WlfLn,Excuse Me (Rock You) (feat. Toby Shang),2021.0,Single,01/01/2023 20:49
UCewvfSec6vlYgRV_cnMjU3g,Olamide,MPREb_4PInI8O3EMB,Eyan Mayweather,2015.0,Album,02/01/2023 00:01
UC91Z3oHE250WqUE5watxC3A,Nonso Amadi,MPREb_89v6Rqd8Iaq,Eye to Eye,2022.0,Single,02/01/2023 00:00
UCppZ_aSXAY-zuzKigCRqAow,Amaarae,MPREb_U69BWi72o5e,FANCY,2020.0,Single,01/01/2023 19:51
UCee1s3De38s0fWVEGpi_Q6w,FAVE,UCee1s3De38s0fWVEGpi_Q6w_Videos,FAVE_Videos,,Videos,01/01/2023 21:44
UCehhqT7086Y04HAQ121lu3g,Davido,MPREb_cju9aMJr3Za,FEM,2020.0,Single,01/01/2023 20:57
UCehhqT7086Y04HAQ121lu3g,Davido,MPREb_QNUf1NFR6wb,FIA (Remix) (feat. Stefflon Don),2018.0,Single,01/01/2023 20:57
UCSdKuswRnuEUmXu-ikPxqbA,plumpy & Skales,MPREb_UsYTh0u28jM,FK IT UP,2019.0,Single,02/01/2023 00:56
UCSdKuswRnuEUmXu-ikPxqbA,plumpy & Skales,MPREb_DiCkIeiHrBU,FK IT UP (Diddy Thump Remix),2019.0,Single,02/01/2023 00:56
UCSdKuswRnuEUmXu-ikPxqbA,"plumpy, Glacci, & Skales",MPREb_ybnuMrvDY9E,FK IT UP (GLACCI REMIX),2019.0,Single,02/01/2023 00:56
UCSdKuswRnuEUmXu-ikPxqbA,"plumpy, Très Mortimer & Skales",MPREb_LqhrH62CvCx,FK IT UP (PLUMPY & TRÈS MORTIMER REMIX),2019.0,Single,02/01/2023 00:56
UC25DGtgYk5TwdksvtpeWYvA,WIZKID,MPREb_DbY6xXegJPA,FOOL FOR YOU,2018.0,Single,02/01/2023 01:50
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_9xRLWbXkcbb,FOR YOU (feat. Davido),2021.0,Single,02/01/2023 01:12
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema & AJ Tracey,MPREb_PHmPAoti9gu,FYN,2022.0,Single,02/01/2023 00:38
UClVDzJUSV0X_tp2sceFHsxA,Yemi Alade,MPREb_0RVyXl3TTiG,Faaji,2013.0,Single,02/01/2023 01:56
UCpV3CYhchNHi1KnmnMU76IQ,2face Idibia,MPREb_kYBr0G97jvE,"Face 2 Face (feat. BEENIE MAN,KUNLE,O.J.B.,BLACK FACE,DE NATIVES,FREESTYL,E.T.C.)",2004.0,Album,01/01/2023 19:25
UC_cE27XR3vVFMf4sYZVsj3A,Phyno,MPREb_k4tJ3wia1UM,Fada Fada (Ghetto Gospel),2016.0,Single,02/01/2023 00:26
UC3XOjF6pqQWILVLbZofrg2Q,"Falz, ShodyTheTurnUpKing & Reminisce",MPREb_G0c02SsMZxd,Faize Yi,2018.0,Single,01/01/2023 21:31
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_zUZ6SYIqWXX,Fake Jersey,2018.0,Single,02/01/2023 01:12
UCh6TfWpZo3DFHxIWJv9kRQw,Uzboi & Zinoleesky,MPREb_IyrYYjr101E,Fakerz,2019.0,Single,02/01/2023 02:03
UCehhqT7086Y04HAQ121lu3g,Davido,MPREb_39H1nog8z7B,Fall,2017.0,Single,01/01/2023 20:57
UCz4lijjm1xm7rJcip3ac65g,Yungace & Oxlade,MPREb_b5l9kYJua8E,Fall,2020.0,Single,02/01/2023 00:14
UCz4lijjm1xm7rJcip3ac65g,Yungace & Oxlade,MPREb_yh3UkuZ7Lqe,Fall (African Remix) (feat. Nviiri The Storyteller & Quamina Mp),2021.0,Single,02/01/2023 00:14
UCz4lijjm1xm7rJcip3ac65g,Yungace & Oxlade,MPREb_e1hC3QoGSaA,Fall (French Remix) (feat. Joe Kingston & Jupiter Davibe),2021.0,Single,02/01/2023 00:14
UCUDkrpNBRUTZxeNpZCemDuw,Timaya & Aramide,MPREb_qi2uNGfdDYZ,Fall On Them,2018.0,Single,02/01/2023 01:31
UCGtze7Z8rdM84EHTihPLmQQ,LAYCON,MPREb_6Lxlh6Gm9Ri,Fall for Me (feat. YKB),2021.0,Single,01/01/2023 23:12
UC91Z3oHE250WqUE5watxC3A,Nonso Amadi,MPREb_BCGMlaCk5Go,Falling,2018.0,Single,02/01/2023 00:00
UCmcJ2ThWCw9id0Yjjqu4HVg,Deo & Teni,MPREb_CDXxXnmIVvz,Falling,2021.0,Single,02/01/2023 01:12
UC3XOjF6pqQWILVLbZofrg2Q,Falz,MPREb_TFZwteRCYjD,Falz,2017.0,Single,01/01/2023 21:31
UC3XOjF6pqQWILVLbZofrg2Q,Falz,MPREb_KVB5IEQ3Gvd,Falz Comedy Collection 2017,2017.0,Album,01/01/2023 21:31
UC3XOjF6pqQWILVLbZofrg2Q,Falz,UC3XOjF6pqQWILVLbZofrg2Q_Videos,Falz_Videos,,Videos,01/01/2023 21:31
UCy6qn2oxmoXA4_gBA5Q7zPw,Rema,MPREb_FH3ejxPp2u5,Fame - A COLORS ENCORE,2020.0,Single,02/01/2023 00:38
UCD6eR__YSGlBQ0rpx1Do6Uw,Chike,MPREb_teYALgBtKNl,Fancy U,2016.0,Single,01/01/2023 20:36
UCehhqT7086Y04HAQ121lu3g,Davido,MPREb_bh3RAp1muSf,Fans Mi (feat. Meek Mill),2015.0,Single,01/01/2023 20:57
UCpzSGWR_sUBBf0F-HReYOKA,Mayorkun,MPREb_SnlRxw8YTgR,Fantasy,2018.0,Single,01/01/2023 23:33
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_Ee3lUW3LiRR,Fantasy (feat. Femi Kuti),2020.0,Single,01/01/2023 23:57
UCSXSWWhrP3C_lhUqO3qH6xw,Niniola,MPREb_7BYhsNH28Rz,Fantasy (feat. Femi Kuti),2020.0,Single,02/12/2022 14:20
UClK0GMAh7JMRRgyT7H85dUw,"Tekno, Masterkraft & Flavour",MPREb_GtrJTV19uEN,Far Away,2016.0,Single,01/01/2023 21:49
UCNwUllQh84NeUHB56vTBAFw,"Tekno, Masterkraft & Flavour",MPREb_GtrJTV19uEN,Far Away,2016.0,Single,02/01/2023 01:09
UCSA0ZddQC0SU0IlV6XIgbvA,1da Banton,MPREb_cGsT0x3MqQp,Farabale,2019.0,Single,01/01/2023 19:22
UCmcJ2ThWCw9id0Yjjqu4HVg,Teni,MPREb_29F1tJoYghS,Fargin,2017.0,Single,02/01/2023 01:12
UCx5IlXXEC_mzhxPsbu_XJlw,Skillo J & Peruzzi,MPREb_OtQ7M6xIDBH,Faya,2021.0,Single,02/01/2023 00:23
UCUl1XQzvAXMLsio8rDG6pZw,Mohbad,MPREb_A0E20PX0kQ0,Feel Good,2021.0,Single,01/01/2023 23:35
UC2yYpgqxoUwu00Y3TMZ6cNA,Ice Prince,MPREb_KOzhmJQyMxE,Feel Good (feat. Phyno & Falz),2019.0,Single,01/01/2023 22:20
UCgA-7_DsONWLkHl-cRSvvHg,"Kcee, Harrysong & Iyanya",MPREb_5oUT5vmOYbz,Feel It,2015.0,Single,01/01/2023 22:58
